[Produit] EAN	[Produit] Secteur	[Produit] Nomenclature
3560071001643	EPICERIE	Sec chat
3560070694419	EPICERIE	Epices et herbes
3560070697359	PFT	Fruits secs a coque
3560070698356	PRODUITS FRAIS	Dessert patissier
3560071003326	PRODUITS FRAIS	Poissons surgelés entiers
3560071003326	PRODUITS FRAIS	Poissons surgelés entiers
3560071003418	PRODUITS FRAIS	Noix st jacques/petoncle/coquilles surgelés
3560071003418	PRODUITS FRAIS	Noix st jacques/petoncle/coquilles surgelés
3560071003418	PRODUITS FRAIS	Noix st jacques/petoncle/coquilles surgelés
3560070701407	EPICERIE	Chocolat tablette - noirs
3560071006402	PRODUITS FRAIS	,Langoustes,, homards,, crabes surgelés,
3560071006402	PRODUITS FRAIS	,Langoustes,, homards,, crabes surgelés,
3560071006402	PRODUITS FRAIS	,Langoustes,, homards,, crabes surgelés,
3560071006822	EPICERIE	Conserves de mais
3560071006822	EPICERIE	Conserves de mais
3560071006822	EPICERIE	Conserves de mais
3560070707294	EPICERIE	Sauces chaudes à base de tomate et tomate frito
3560070707294	EPICERIE	Sauces chaudes à base de tomate et tomate frito
3560070707294	EPICERIE	Sauces chaudes à base de tomate et tomate frito
3560070707294	EPICERIE	Sauces chaudes à base de tomate et tomate frito
3560070707874	PRODUITS FRAIS	Entrées exotiques
3560070708833	PRODUITS FRAIS	Salades
3560070708833	PRODUITS FRAIS	Salades
3560070710447	PFT	Sachet/Barquettes Composees
3560070710447	PFT	Sachet/Barquettes Composees
3560070710447	PFT	Sachet/Barquettes Composees
3560070711871	PRODUITS FRAIS	Sandwichs
3560071008994	LIQUIDES	Autres fruits gazéifiées
3560071008994	LIQUIDES	Autres fruits gazéifiées
3560071009007	LIQUIDES	Limonades gazéifiées
3560070712786	EPICERIE	Cafés moulus
3560070712816	EPICERIE	Cafés moulus
3560071009007	LIQUIDES	Autres boissons gazéifiées
3560070715459	LIQUIDES	Cidres
3560070715565	LIQUIDES	Cidres
3560070717545	PRODUITS FRAIS	,Patés,, terrines,
3560070717903	PRODUITS FRAIS	Frites surgelées
3560071009984	EPICERIE	Chips salees
3560071009984	EPICERIE	Chips salees
3560070720859	EPICERIE	Chocolat tablette - noirs
3560070722754	LIQUIDES	Autres cocktails
3560070724055	EPICERIE	Pâtés
3560070726653	PRODUITS FRAIS	Yaourts a boire
3560070728190	LIQUIDES	Jus d'ananas à base de concentré
3560070728190	LIQUIDES	Jus d'ananas à base de concentré
3560070730483	PRODUITS FRAIS	Autres desserts glacés
3560070730995	PRODUITS FRAIS	Libre service - Poulets
3560070730995	PRODUITS FRAIS	Libre service - Poulets
3560070730995	PRODUITS FRAIS	Libre service - Poulets
3560070730995	PRODUITS FRAIS	Libre service - Poulets
3560070730995	PRODUITS FRAIS	Libre service - Poulets
3560070730995	PRODUITS FRAIS	Libre service - Poulets
3560070731015	PRODUITS FRAIS	Libre service - Poulets
3560070731015	PRODUITS FRAIS	Libre service - Poulets
3560070731015	PRODUITS FRAIS	Libre service - Poulets
3560070731015	PRODUITS FRAIS	Libre service - Poulets
3560070731015	PRODUITS FRAIS	Libre service - Poulets
3560070731015	PRODUITS FRAIS	Libre service - Poulets
3560071012823	PRODUITS FRAIS	Fromage italien
3560070731084	PRODUITS FRAIS	Libre service - Poulets
3560071012823	PRODUITS FRAIS	Fromage italien
3560071013233	PRODUITS FRAIS	Laits longue conservation natu
3560070735235	LIQUIDES	Autres boissons non-gazéifiées
3560070735464	EPICERIE	Confiserie et chocolats noel
3560071013233	PRODUITS FRAIS	Laits longue conservation natu
3560071013240	PRODUITS FRAIS	Laits longue conservation natu
3560071013240	PRODUITS FRAIS	Laits longue conservation natu
3560070737369	PRODUITS FRAIS	Jambons crus
3560070737390	PRODUITS FRAIS	Jambons crus
3560070737420	PRODUITS FRAIS	Autres saucisses
3560071013400	PRODUITS FRAIS	Laits longue conservation natu
3560071013400	PRODUITS FRAIS	Laits longue conservation natu
3560070738168	EPICERIE	Confiserie et chocolats noel
3560070738199	EPICERIE	Confiserie et chocolats noel
3560071013448	PRODUITS FRAIS	Laits longue conservation natu
3560071013448	PRODUITS FRAIS	Laits longue conservation natu
3560071013455	PRODUITS FRAIS	Laits longue conservation natu
3560071013455	PRODUITS FRAIS	Laits longue conservation natu
3560071013486	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013486	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013486	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013486	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560070739394	PRODUITS FRAIS	Libre service - Poulets
3560070743889	PRODUITS FRAIS	Yaourts sante et biologique aux fruits
3560070749089	EPICERIE	Conserves  - Autres plats cuisines
3560070749805	PRODUITS FRAIS	Bœuf haché / Préparation / Découpe
3560070750238	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071015398	PRODUITS FRAIS	,Langoustes,, homards,, crabes surgelés,
3560071015398	PRODUITS FRAIS	,Langoustes,, homards,, crabes surgelés,
3560071015404	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071015404	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560070753772	PRODUITS FRAIS	Autres pâtes molles
3560070754526	EPICERIE	Autres Aliments infantiles hors lait
3560070756568	PRODUITS FRAIS	Libre service - Produits carnes prepares
3560070759293	EPICERIE	Biscuits sucrés Secs
3560070760107	PRODUITS FRAIS	Autres produits surgelés
3560070760190	PRODUITS FRAIS	,Quiches,, tartes,, tourtes surgelées,
3560070762828	EPICERIE	Produits diététiques Autres salés
3560070767328	PFT	Fruits moelleux
3560070767656	EPICERIE	Laits infantiles liquides
3560070768202	PRODUITS FRAIS	Salades
3560070768202	PRODUITS FRAIS	Salades
3560070769131	PFT	Aide patisserie
3560070769407	PFT	Aide patisserie
3560070769438	PFT	Fruits moelleux
3560070769469	PFT	Fruits Secs Aperitif
3560070769520	PFT	Aide patisserie
3560070770489	EPICERIE	Chocolat tablette - noirs
3560070774326	PRODUITS FRAIS	Glaces Cones et cornets
3560070777174	PRODUITS FRAIS	Dessert patissier
3560070780389	EPICERIE	Confiserie et chocolats paques
3560070780419	EPICERIE	Confiserie et chocolats paques
3560070780440	EPICERIE	Confiserie et chocolats paques
3560070781256	PRODUITS FRAIS	Saucisses de strasbourg
3560071020750	EPICERIE	Huile de colza
3560071020750	EPICERIE	Huile de colza
3560071033804	PRODUITS FRAIS	Cocktails de fruits surgelés
3560070784066	PRODUITS FRAIS	Pains
3560071033804	PRODUITS FRAIS	Cocktails de fruits surgelés
3560070790524	PRODUITS FRAIS	Autres fromages frais
3560070791064	PRODUITS FRAIS	Goûter enfant
3560070791118	LIQUIDES	Limonades gazéifiées
3560070800230	EPICERIE	Autres céréales
3560070800261	EPICERIE	Autres céréales
3560070800292	EPICERIE	Autres céréales
3560070800322	EPICERIE	Autres céréales
3560070800384	EPICERIE	Autres céréales
3560071081133	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071081133	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071081133	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071081133	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071082154	EPICERIE	Sec chat
3560071082154	EPICERIE	Sec chat
3560071082178	EPICERIE	Sec chat
3560071082178	EPICERIE	Sec chat
3560071082338	EPICERIE	Miels
3560071082338	EPICERIE	Miels
3560071082345	EPICERIE	Miels
3560071082345	EPICERIE	Miels
3560070809653	PRODUITS FRAIS	Fromages  blanc  aromatises / fruits
3560071085926	PRODUITS FRAIS	Crevettes
3560071085926	PRODUITS FRAIS	Crevettes
3560071093716	PRODUITS FRAIS	Fromages de chevre
3560071093716	PRODUITS FRAIS	Fromages de chevre
3560071094898	PRODUITS FRAIS	Lardons
3560071094898	PRODUITS FRAIS	Lardons
3560071094973	PRODUITS FRAIS	Lardons
3560071094973	PRODUITS FRAIS	Lardons
3560071095345	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071095345	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071095352	PRODUITS FRAIS	Cocktail/garniture/salad f mer surgelés
3560071098278	PRODUITS FRAIS	Oeufs
3560070812172	PRODUITS FRAIS	,Quiches,, tartes,, tourtes surgelées,
3560071098278	PRODUITS FRAIS	Oeufs
3560071098285	PRODUITS FRAIS	Oeufs
3560071098285	PRODUITS FRAIS	Oeufs
3560071098292	PRODUITS FRAIS	Oeufs
3560071098292	PRODUITS FRAIS	Oeufs
3560070817627	EPICERIE	,Coulis,, nappages,
3560070817658	EPICERIE	,Coulis,, nappages,
3560070817719	EPICERIE	,Coulis,, nappages,
3560070819096	EPICERIE	Autres légumes
3560070819362	EPICERIE	Conserves de Haricots verts cueillis et rangés main
3560070820580	LIQUIDES	Jus de pomme bio
3560070820597	LIQUIDES	Jus de pomme bio
3560070820597	LIQUIDES	Jus de pomme bio
3560071134488	EPICERIE	Conserves de Flageolets
3560071134488	EPICERIE	Conserves de Flageolets
3560071151034	PRODUITS FRAIS	Pates à tarte fraiches
3560071151034	PRODUITS FRAIS	Pates à tarte fraiches
3560070821174	PRODUITS FRAIS	Glaces Pots et coupelles
3560070821204	EPICERIE	Conserves  - Autres plats cuisines
3560070821211	EPICERIE	Conserves  - Autres plats cuisines
3560070821228	EPICERIE	Conserves  - Autres plats cuisines
3560070821266	EPICERIE	Chocolat tablette - noirs
3560071161460	PRODUITS FRAIS	Pates à tarte fraiches
3560071161460	PRODUITS FRAIS	Pates à tarte fraiches
3560071161460	PRODUITS FRAIS	Pates à tarte fraiches
3560071161460	PRODUITS FRAIS	Pates à tarte fraiches
3560071161477	PRODUITS FRAIS	Pates à tarte fraiches
3560071161477	PRODUITS FRAIS	Pates à tarte fraiches
3560071161477	PRODUITS FRAIS	Pates à tarte fraiches
3560071161477	PRODUITS FRAIS	Pates à tarte fraiches
3560071161484	PRODUITS FRAIS	Pates à tarte fraiches
3560071161484	PRODUITS FRAIS	Pates à tarte fraiches
3560071161491	PRODUITS FRAIS	Pates à tarte fraiches
3560071161491	PRODUITS FRAIS	Pates à tarte fraiches
3560071164003	PRODUITS FRAIS	Libre service - Poulets
3560071164003	PRODUITS FRAIS	Libre service - Poulets
3560070821938	EPICERIE	Autres céréales
3560071164003	PRODUITS FRAIS	Libre service - Poulets
3560071164003	PRODUITS FRAIS	Libre service - Poulets
3560071164003	PRODUITS FRAIS	Libre service - Poulets
3560071164065	PRODUITS FRAIS	Libre service - Poulets
3560071164065	PRODUITS FRAIS	Libre service - Poulets
3560071164065	PRODUITS FRAIS	Libre service - Poulets
3560071164065	PRODUITS FRAIS	Libre service - Poulets
3560071164065	PRODUITS FRAIS	Libre service - Poulets
3560071164690	PRODUITS FRAIS	Pains de mie élaboré
3560071164690	PRODUITS FRAIS	Pains de mie élaboré
3560070822829	EPICERIE	Chocolat tablette - noirs
3560070822829	EPICERIE	Chocolat tablette - noirs
3560071174682	LIQUIDES	Purs Jus de Fruits - Multifruits
3560070822997	EPICERIE	Snacks: Produits souffles et extrudes
3560071174682	LIQUIDES	Purs Jus de Fruits - Multifruits
3560071174699	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071174699	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071174705	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071174705	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071174712	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071174712	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560070823260	LIQUIDES	Jus d'autres fruits bio
3560070823260	LIQUIDES	Jus d'autres fruits bio
3560070823277	LIQUIDES	Jus d'autres fruits bio
3560071174996	EPICERIE	Pâtes alimentaires sèches
3560071174996	EPICERIE	Pâtes alimentaires sèches
3560071175023	EPICERIE	Pâtes alimentaires sèches
3560071175023	EPICERIE	Pâtes alimentaires sèches
3560071176419	PRODUITS FRAIS	Légumes verts surgelés
3560071176419	PRODUITS FRAIS	Légumes verts surgelés
3560071177638	PRODUITS FRAIS	Préparations à tartiner et rillettes
3560071177638	PRODUITS FRAIS	Préparations à tartiner et rillettes
3560071189051	PRODUITS FRAIS	Poissons surgelés natures filets
3560071189051	PRODUITS FRAIS	Poissons surgelés natures filets
3560070823802	EPICERIE	Mueslis
3560070824137	EPICERIE	Semoules de ble / Couscous
3560070824137	EPICERIE	Semoules de ble / Couscous
3560070824458	LIQUIDES	Autres fruits gazéifiées
3560070824748	EPICERIE	Confitures de fruits rouges
3560070824755	EPICERIE	Confitures de fruits jaunes
3560071220860	EPICERIE	Conserves de Haricots rouges
3560071220860	EPICERIE	Conserves de Haricots rouges
3560071220921	EPICERIE	Conserves de Lentilles
3560071220921	EPICERIE	Conserves de Lentilles
3560071220952	EPICERIE	Conserves de Lentilles
3560071220952	EPICERIE	Conserves de Lentilles
3560070825271	LIQUIDES	Nectars de Pomme
3560070825271	LIQUIDES	Nectars de Pomme
3560070825295	PRODUITS FRAIS	Poissons surgelés natures filets
3560070825394	EPICERIE	Potages deshydrates
3560070825813	LIQUIDES	Nectars Multifruits
3560070827923	EPICERIE	Confitures d autres fruits
3560070829019	LIQUIDES	Créme (liqueur)
3560070829323	LIQUIDES	Purs Jus de Fruits - Pomme
3560070829323	LIQUIDES	Purs Jus de Fruits - Pomme
5400101171244	EPICERIE	Conserves de Tomates concassées
5400101171244	EPICERIE	Conserves de Tomates concassées
5400101173224	EPICERIE	Conserves de Petits pois
5400101173224	EPICERIE	Conserves de Petits pois
5400101173224	EPICERIE	Conserves de Petits pois
5400101173224	EPICERIE	Conserves de Petits pois
5400101173613	EPICERIE	Salsifis
5400101173613	EPICERIE	Salsifis
5400101173675	EPICERIE	Conserves de Petits pois carottes
5400101173675	EPICERIE	Conserves de Petits pois carottes
5400101184442	EPICERIE	Conserves de Petits pois
5400101184442	EPICERIE	Conserves de Petits pois
3560070832934	PRODUITS FRAIS	Libre service - Poulets
3560070833191	EPICERIE	Confiserie et chocolats noel
3560070833313	EPICERIE	Confiserie et chocolats noel
3560070835898	EPICERIE	Confiserie et chocolats noel
3560070836277	EPICERIE	Confiserie de chocolat - Autres produits
8012666010707	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
8012666010707	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
3560070846696	PRODUITS FRAIS	Corps gras a tartiner
8012666012701	PRODUITS FRAIS	Frites surgelées
8012666012701	PRODUITS FRAIS	Frites surgelées
3560070847297	PRODUITS FRAIS	Plat cuis./prépar.pate légume
8012666019144	EPICERIE	Conserves Asperges
8012666019144	EPICERIE	Conserves Asperges
8012666026876	PRODUITS FRAIS	Autres fruits de mer/preparés surgelés
8012666026876	PRODUITS FRAIS	Autres fruits de mer/preparés surgelés
8012666026876	PRODUITS FRAIS	Autres fruits de mer/preparés surgelés
3560070852086	EPICERIE	Thés parfumés
3560070852147	EPICERIE	Thés parfumés
8431876006438	EPICERIE	Cafés solubles
8431876006438	EPICERIE	Cafés solubles
3560070854103	PRODUITS FRAIS	Volailles Découpes / Préparations
8431876008159	EPICERIE	Conserves Poivrons
8431876008159	EPICERIE	Conserves Poivrons
3560070856480	PRODUITS FRAIS	Frites surgelées
3560070856510	PRODUITS FRAIS	Préparation pommes de terres
3560070856596	EPICERIE	,Chocolat patissier,,couverture,
3560070856985	EPICERIE	Autres Aliments infantiles hors lait
3560070857012	EPICERIE	Autres Aliments infantiles hors lait
3560070857074	EPICERIE	Autres Aliments infantiles hors lait
8431876012354	EPICERIE	Conserves Artichauts
8431876012354	EPICERIE	Conserves Artichauts
8431876012422	EPICERIE	Conserves de Haricots verts
8431876012422	EPICERIE	Conserves de Haricots verts
8431876012422	EPICERIE	Conserves de Haricots verts
8431876012422	EPICERIE	Conserves de Haricots verts
3560070859429	EPICERIE	Conserves de Petits pois
3560070859429	EPICERIE	Conserves de Petits pois
8431876012422	EPICERIE	Conserves de Haricots verts
8431876012422	EPICERIE	Conserves de Haricots verts
8431876047356	LIQUIDES	Jus de fruits frais et légumes - Pur jus
8431876047356	LIQUIDES	Jus de fruits frais et légumes - Pur jus
8431876059366	EPICERIE	Conserves Coeur de palmier
8431876059366	EPICERIE	Conserves Coeur de palmier
8431876059649	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560070869763	EPICERIE	Thés natures
8431876059649	LIQUIDES	Jus de fruits frais et légumes - Pur jus
8431876059656	LIQUIDES	Jus de fruits frais et légumes - Pur jus
8431876059656	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560070872343	PFT	Aide patisserie
3560070872374	PFT	Aide patisserie
3560070872435	PRODUITS FRAIS	Pates fourrees
3560070872961	PRODUITS FRAIS	Salades
3560070874033	EPICERIE	Confiserie et chocolats paques
3560070874064	EPICERIE	Confiserie et chocolats paques
3560070874095	EPICERIE	Confiserie et chocolats paques
3560070874156	EPICERIE	Confiserie et chocolats paques
3560070878901	LIQUIDES	Vodkas
8431876109634	LIQUIDES	Limonades gazéifiées
8431876109634	LIQUIDES	Limonades gazéifiées
3560070880805	EPICERIE	Bonbons gélifiés
3560070883509	PRODUITS FRAIS	Autres pâtes molles
3560070884445	PRODUITS FRAIS	Emmentals rapes
3560070884759	PRODUITS FRAIS	Desserts - Mousses
3245390230379	LIQUIDES	Mousseux d'appellation
3245390238856	LIQUIDES	Mousseux d'appellation
3245411155346	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3245411167394	EPICERIE	Snacks: Produits souffles et extrudes
3245411171193	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3245411171230	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3245411205621	PRODUITS FRAIS	Fromages blanc nature
3245411344450	EPICERIE	Cafés solubles
3245411352332	EPICERIE	Miels
3245411377816	LIQUIDES	Eaux plates aromatisées
3245411386702	PRODUITS FRAIS	Beurres Sans sel
3245411386757	PRODUITS FRAIS	Beurres Sales
3245411400712	PRODUITS FRAIS	Pates fourrees
3245411400729	PRODUITS FRAIS	Pates fourrees
3245411430740	EPICERIE	Cafés moulus
3245411440114	PRODUITS FRAIS	Plats cuisinés surgelés - specialites
3245411441920	LIQUIDES	Limonades gazéifiées
3245411442132	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3245411442224	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3245411442262	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3245411458546	EPICERIE	Sauces chaudes à base de tomate et tomate frito
3245411480684	EPICERIE	Snacks: Produits souffles et extrudes
3245411570576	PRODUITS FRAIS	Préparation pommes de terres
3560070887514	PRODUITS FRAIS	Raclette
3245411640903	PRODUITS FRAIS	Liégeois
3245411640972	PRODUITS FRAIS	Liégeois
3245411667979	LIQUIDES	Purs Jus de Fruits - Orange
3245411670863	EPICERIE	,Chocolat tablette - blanc,,confiserie blanche,
3245411692834	PRODUITS FRAIS	Autres pâtes molles
3245411716622	EPICERIE	Conserves  - Autres plats cuisines
3245411767006	LIQUIDES	Sirops concentrés à base de fruits
3245411815059	EPICERIE	Pâtés
3245411815080	EPICERIE	Pâtés
3245411815110	EPICERIE	Pâtés
3245411815141	PRODUITS FRAIS	Entrées
3245411816278	PRODUITS FRAIS	Glaces Cones et cornets
3245411849931	EPICERIE	Conserves de Thon
3245411849948	EPICERIE	Conserves de Thon
3245411863081	LIQUIDES	Sirops concentrés - Autres sirops
3245411880170	LIQUIDES	Eaux gazeuses aromatisées
3245411884314	LIQUIDES	Eaux gazeuses aromatisées
3245411889234	LIQUIDES	Eaux plates aromatisées
3245411889241	LIQUIDES	Eaux plates aromatisées
3560070888795	PRODUITS FRAIS	Fromages  blanc  aromatises / fruits
3560070888825	PRODUITS FRAIS	Fromages  blanc  aromatises / fruits
3560070888856	PRODUITS FRAIS	Fromages  blanc  aromatises / fruits
3560070888887	PRODUITS FRAIS	Fromages  blanc  aromatises / fruits
3245411901509	LIQUIDES	Limonades gazéifiées
3560070889600	LIQUIDES	Purs Jus de Fruits - Autres
3560070889600	LIQUIDES	Purs Jus de Fruits - Multifruits
