alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_fr	alim_ssgrp_nom_fr	alim_ssssgrp_nom_fr	alim_code	alim_nom_fr	alim_nom_sci	Energie, Règlement UE N° 1169/2011 (kJ/100 g)	Energie, Règlement UE N° 1169/2011 (kcal/100 g)	Energie, N x facteur Jones, avec fibres  (kJ/100 g)	Energie, N x facteur Jones, avec fibres  (kcal/100 g)	Eau (g/100 g)	Protéines, N x facteur de Jones (g/100 g)	Protéines, N x 6.25 (g/100 g)	Glucides (g/100 g)	Lipides (g/100 g)	Sucres (g/100 g)	Fructose (g/100 g)	Galactose (g/100 g)	Glucose (g/100 g)	Lactose (g/100 g)	Maltose (g/100 g)	Saccharose (g/100 g)	Amidon (g/100 g)	Fibres alimentaires (g/100 g)	Polyols totaux (g/100 g)	Cendres (g/100 g)	Alcool (g/100 g)	Acides organiques (g/100 g)	AG saturés (g/100 g)	AG monoinsaturés (g/100 g)	AG polyinsaturés (g/100 g)	AG 4:0, butyrique (g/100 g)	AG 6:0, caproïque (g/100 g)	AG 8:0, caprylique (g/100 g)	AG 10:0, caprique (g/100 g)	AG 12:0, laurique (g/100 g)	AG 14:0, myristique (g/100 g)	AG 16:0, palmitique (g/100 g)	AG 18:0, stéarique (g/100 g)	AG 18:1 9c (n-9), oléique (g/100 g)	AG 18:2 9c,12c (n-6), linoléique (g/100 g)	AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)	AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)	AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)	AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)	Cholestérol (mg/100 g)	Sel chlorure de sodium (g/100 g)	Calcium (mg/100 g)	Chlorure (mg/100 g)	Cuivre (mg/100 g)	Fer (mg/100 g)	Iode (µg/100 g)	Magnésium (mg/100 g)	Manganèse (mg/100 g)	Phosphore (mg/100 g)	Potassium (mg/100 g)	Sélénium (µg/100 g)	Sodium (mg/100 g)	Zinc (mg/100 g)	Rétinol (µg/100 g)	Beta-Carotène (µg/100 g)	Vitamine D (µg/100 g)	Vitamine E (mg/100 g)	Vitamine K1 (µg/100 g)	Vitamine K2 (µg/100 g)	Vitamine C (mg/100 g)	Vitamine B1 ou Thiamine (mg/100 g)	Vitamine B2 ou Riboflavine (mg/100 g)	Vitamine B3 ou PP ou Niacine (mg/100 g)	Vitamine B5 ou Acide pantothénique (mg/100 g)	Vitamine B6 (mg/100 g)	Vitamine B9 ou Folates totaux (µg/100 g)	Vitamine B12 (µg/100 g)
07	0706	000000	produits sucrés	biscuits sucrés	-	24002	Biscuit sec à teneur garantie en vitamines		-	-	-	-	1,8	9,63	9,63	72,6	14,2	23,3	-	-	-	-	-	-	49	0,75	-	1,03	0	0	6,07	3,98	3,26	< 0,013	< 0,013	0,044	< 0,013	< 0,013	0,14	5,4	0,49	3,95	3,02	0,25	< 0,013	-	-	15,5	0,16	-	-	0,28	2	13	54	1,59	149	275	6	62,3	1,5	< 2	< 30	0,55	6,3	-	-	3	2,6	1,8	20,1	0,82	3,35	212	< 0,08
07	0706	000000	produits sucrés	biscuits sucrés	-	24003	Biscuit sec à teneur garantie en vitamines et minéraux		-	-	-	-	1,28	10,8	10,8	61,9	19,8	22,1	3,2	-	4,22	< 0,2	1,79	12,9	39	3,5	-	2,78	0	0	8,44	6,75	3,32	< 0,019	< 0,019	< 0,019	< 0,019	< 0,019	0,17	6,76	1,39	6,71	3,16	0,12	< 0,019	-	-	1,7	0,44	-	-	0,35	6,4	11	195	5,69	213	256	8	177	1,9	0,68	< 30	< 0,5	31,2	-	-	< 1	1,7	1,95	2,1	0,61	3,7	157	< 0,08
07	0706	000000	produits sucrés	biscuits sucrés	-	24004	Biscuit sec aux fruits, hyposodé		-	-	-	-	5	10,8	10,8	61,4	15,8	20,2	-	-	-	-	-	-	38,1	6	-	1	0	0	6,8	5,2	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,038	45	-	0,1	1,95	12	40	0,3	160	325	2,5	15	0,35	1	7	0,25	2,5	-	-	0	1,63	1,95	19,5	10,9	2,4	435	0,04
07	0706	000000	produits sucrés	biscuits sucrés	-	24005	Biscuit sec aux fruits hyposodé, sans sucres ajoutés		-	-	-	-	5,5	22,7	22,7	47,6	20,7	14,3	-	-	-	-	-	-	-	2,63	-	0,92	0	0	8,37	5,9	2,4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,35	20	-	-	2,1	-	30	-	170	350	-	137	-	-	-	-	5	-	-	-	0,6	0,8	5	-	0,85	95	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24007	Biscuit sec croquant au chocolat, allégé en matière grasse		-	-	-	-	-	7	7	69	11	22,4	-	-	-	-	-	-	46,6	8,4	-	2,27	0	0	3,18	4,12	1,84	0,0092	0,01	0,055	0,054	0,59	0,25	1,37	0,73	3,84	-	0,39	0	0	-	-	2,18	-	-	-	-	-	90	-	-	-	-	870	-	-	-	-	3,9	-	-	-	0,42	-	-	-	0,6	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24008	Biscuit sec fourré aux fruits, allégé en matière grasse		-	-	-	-	8,8	4,69	4,69	75,3	7,2	-	7,8	-	8,9	< 0,5	0,9	23	36,1	3	-	1	0	0	2,82	2,74	1,33	0	0	0	0	0,014	0,057	2,38	0,31	2,74	-	0,14	0	0	-	13	0,58	59	206	< 1	< 1	< 10	15,6	< 1	94	152	< 3	230	< 1	< 2	< 50	< 0,2	3,2	-	-	-	0,2	0,05	< 0,05	0,45	< 0,05	49,6	0,35
07	0706	000000	produits sucrés	biscuits sucrés	-	24009	Spéculoos		-	-	-	-	2,4	5,94	5,94	69	19,7	32,6	0,5	-	2,13	< 0,2	< 0,28	25,3	-	1,93	-	1,03	0	0	9,35	6,47	2,07	< 0,01	< 0,01	0,01	0,01	0,05	0,18	7,31	0,73	6,34	1,9	0,17	< 0,01	< 0,01	< 0,01	-	0,86	-	-	-	-	-	-	-	-	-	-	343	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24010	Biscuit sec, avec matière grasse végétale		-	-	-	-	1,25	7,23	7,23	74,7	11,8	21,7	< 0,2	-	< 0,2	0,3	< 0,2	21,4	49,2	4	-	1,05	0	0	6,68	3,4	0,85	0,22	0,11	0,084	0,21	0,26	0,84	3,83	0,9	3,09	0,75	0,056	-	-	-	21,4	0,72	57,7	-	0,16	2,16	6	34,5	0,9	142	89,7	-	289	0,92	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24011	Biscuit sec, petits fours en assortiment		-	-	-	-	1,6	6,44	6,44	61,4	26,4	39,4	0,2	< 0,1	0,38	2,66	0,2	36	20,8	2,9	-	1,11	0	0,2	6,21	15,3	3,59	< 0,01	< 0,01	< 0,01	< 0,01	0,03	0,16	4,43	1,43	13,9	2,98	0,34	0,05	0,08	0,06	20,1	0,46	55	231	0,24	2,6	-	35	0,42	110	200	< 20	185	0,66	27,2	14,6	< 0,25	2,12	4,26	-	< 0,5	0,1	0,14	1,14	0,45	0,031	48,7	0,21
07	0706	000000	produits sucrés	biscuits sucrés	-	24015	Biscuit sec petit beurre		-	-	-	-	1,4	8,06	8,06	74,5	12,1	21,5	< 0,2	< 0,2	< 0,2	0,4	< 0,2	21,1	45	2,3	-	1,5	0	0,14	7,82	2,79	0,62	0,42	0,25	0,16	0,33	0,4	1,27	3,66	1,11	2,37	0,53	0,07	0,01	< 0,01	< 0,01	40	1,16	34	595	0,12	0,82	< 20	18	0,5	100	150	< 20	462	0,52	107	-	< 0,25	0,53	1,09	-	< 0,5	0,082	0,035	< 0,1	0,48	0,026	19,1	0,092
07	0706	000000	produits sucrés	biscuits sucrés	-	24016	Biscuit sec avec tablette de chocolat		-	-	-	-	2,01	6,62	6,62	63,3	24,1	36,8	< 0,2	-	0,17	3,73	0,13	30,2	26,5	2,65	-	1,3	0	0	15,1	5,85	1,08	0,26	0,15	0,18	0,27	2,12	1,34	5,67	4,03	5,6	0,99	0,072	0,0028	< 0,005	< 0,005	26,4	0,61	94	-	0,25	5,3	24	37,5	0,35	185	218	< 5	240	0,8	75	49	< 0,5	0,89	-	-	1,1	0,17	0,28	0,68	0,51	0,2	36	0,2
07	0706	000000	produits sucrés	biscuits sucrés	-	24017	Biscuit sec petit beurre au chocolat		-	-	-	-	1,21	7,19	7,19	71,1	16	24,5	< 0,2	-	< 0,2	< 0,2	< 0,2	24,5	-	2,91	-	1,64	0	0	9,37	4,16	0,8	0,56	0,26	0,14	0,3	0,35	1,2	4,18	2,37	3,72	0,63	0,094	0,012	0,008	< 0,005	-	1,21	-	-	-	-	-	-	-	-	-	-	490	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24030	Biscuit sec au lait		-	-	-	-	2,85	8,25	8,25	73,9	11,5	20	-	-	-	-	-	19,7	47,4	2,2	-	1,27	0	0	5,45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,14	27,9	558	-	-	-	-	-	-	-	-	455	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24031	Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse		-	-	-	-	1,5	5,63	5,63	80,1	8,8	29,4	< 0,5	-	< 0,5	< 0,5	< 0,5	29,4	24,4	2,5	-	1,5	0	0	2,85	2,72	0,95	0	0	0,061	0,043	0,012	0,059	2,36	0,27	2,61	-	0,1	0,0031	0	-	40	0,78	199	279	< 1	< 1	< 10	25,5	< 1	239	211	< 3	311	< 1	< 2	< 50	< 0,2	2,07	-	-	-	0,17	0,11	< 0,05	0,67	< 0,05	11,7	0,97
07	0706	000000	produits sucrés	biscuits sucrés	-	24034	Biscuit sec pour petit déjeuner		-	-	-	-	2,1	7,81	7,81	65,8	16,3	21	0,17	< 0,1	0,21	0,3	< 0,1	20,3	40,4	5,5	-	2,45	0	0,067	2,83	8,8	3,89	0,01	< 0,01	0,01	0,01	0,03	0,07	1,93	0,6	8,21	3,02	0,87	< 0,01	< 0,01	< 0,01	2,91	1,19	250	473	0,16	4	-	140	1,1	240	190	< 20	477	0,94	< 21	< 5	< 0,25	3,21	16,9	-	< 0,5	0,13	0,01	0,3	0,72	0,071	13,9	0,033
07	0706	000000	produits sucrés	biscuits sucrés	-	24035	Biscuit sec pour petit déjeuner, allégé en sucres		-	-	-	-	-	7,68	7,68	66,3	16	20,2	-	-	-	-	-	-	45,9	6,33	-	1,17	0	0	4,4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,68	200	-	-	2,8	-	90	-	200	-	-	270	-	-	-	-	4,17	-	-	-	0,28	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24036	Biscuit sec chocolaté, préemballé		-	-	-	-	1,21	6,43	6,43	61,7	26,9	34,3	2,62	-	< 0,2	1,17	< 0,2	30,5	27,4	2,71	-	1,06	0	0	14,2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,5	53,4	368	0,23	2,66	6	31,8	0,43	165	221	< 2,2	200	0,69	traces	7	0	1,1	-	-	0	0,08	0,11	1,3	0,53	0,08	32	0
07	0706	000000	produits sucrés	biscuits sucrés	-	24037	Biscuit sec fourré à la pâte ou purée de fruits		-	-	-	-	12,7	4,43	4,43	69,2	9,11	43,4	4,4	-	8,1	< 0,2	3,5	11,2	21,5	3,52	-	1,08	0	0	3,6	3,74	1,38	< 0,005	< 0,005	0,0034	0,0028	0,02	0,074	3,17	0,33	3,74	0,76	0,19	< 0,005	< 0,005	< 0,005	3,8	0,41	64	235	0,1	1	12	294	0,3	37	269	< 5	160	0,3	< 2	7	0	3,02	5,8	-	< 0,5	0,45	0,055	0,63	0,28	0,31	21	< 0,08
07	0706	000000	produits sucrés	biscuits sucrés	-	24038	Biscuit sec avec nappage chocolat		-	-	-	-	2,72	6,93	6,93	61,9	25	36,7	< 0,2	-	0,14	3,56	0,14	29,9	25,2	2,09	-	1,32	0	0	14,9	7,67	1,75	0,052	0,035	0,073	0,088	0,82	0,54	7,53	3,31	7,47	1,69	0,047	< 0,005	< 0,005	< 0,005	9	0,4	45	-	-	2,7	7,13	11,7	-	131	193	-	156	0,89	-	-	-	-	-	-	< 0,3	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24039	Barre biscuitée fourrée aux fruits, allégée en matière grasse		-	-	-	-	10,5	3,32	3,32	75,7	7,12	41,9	-	-	-	-	-	-	20,9	3	-	0,42	0	0	2,64	3,56	0,72	< 0,005	0,0047	0,032	0,02	0,15	0,096	2,03	0,26	3,39	0,7	0,015	< 0,005	0,0043	< 0,005	-	0,42	-	-	-	-	-	-	-	-	-	-	167	-	-	-	-	2,8	-	-	-	0,29	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24040	Biscuit sec pour petit déjeuner, au chocolat		-	-	-	-	2,5	6,5	6,5	69,7	16,6	29,8	< 0,2	-	< 0,2	0,4	0,22	24,7	36	2,8	-	1,92	0	0	8,75	5,32	1,8	0,027	0,018	0,026	0,026	0,11	0,22	6,19	1,53	5,32	1,65	0,11	0,015	0,013	0,013	4,95	0,95	93,6	325	< 1	5,1	< 10	76,3	0,75	232	259	5,4	380	0,9	< 2	< 50	< 0,2	3,35	-	-	-	0,28	0,085	1,5	0,51	0,22	32,5	1,01
07	0706	000000	produits sucrés	biscuits sucrés	-	24041	Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux		1870	445	1870	445	1,9	7,44	7,44	67,7	15,7	23,4	0,15	< 0,1	0,19	0,2	0,17	22,7	23,3	5,3	5	1,93	0	0	4,12	7,64	3,16	< 0,01	< 0,01	0,03	0,02	0,23	0,14	2,84	0,72	7,15	2,47	0,68	< 0,01	< 0,01	< 0,01	2,96	0,87	39	314	0,24	4,1	< 20	120	1,2	220	270	< 20	348	1,1	< 21	< 5	< 0,25	7,74	14	-	< 0,5	0,6	0,019	2,61	0,47	0,1	36,9	0,074
07	0706	000000	produits sucrés	biscuits sucrés	-	24049	Biscuit sec au beurre, sablé, galette ou palet		-	-	-	-	2,89	6,4	6,4	64,8	22,7	24,3	< 0,2	0	< 0,2	< 0,2	< 0,2	24,3	40,5	1,99	-	1,21	0	0	14,7	5,49	1,49	0,67	0,37	0,24	0,42	0,68	1,61	6,29	1,53	4,91	1,3	0,11	0,0096	0,0043	< 0,005	130	0,82	37,7	561	0,09	1,82	18	14	0,39	66	88	-	324	0,49	0	1	0	2,44	11	-	0	0,35	0,31	3,28	0,32	0,071	20	0
07	0706	000000	produits sucrés	biscuits sucrés	-	24050	Biscuit sec au beurre, sablé, galette ou palet, au chocolat		-	-	-	-	2,6	6,64	6,64	61	25,3	28,9	< 0,2	-	0,62	0,26	0,26	27,8	28,9	3,19	-	1,27	0	0	16	6,36	1,01	0,26	0,32	0,24	0,37	0,54	1,63	6,61	3,54	5,47	0,8	0,09	0,02	< 0,01	< 0,01	63,7	0,77	34	297	0,33	7	< 20	51	0,65	140	270	< 20	306	0,9	116	52	< 0,25	2,67	3	-	< 0,5	0,1	0,089	0,22	0,35	0,066	25,6	0,41
07	0706	000000	produits sucrés	biscuits sucrés	-	24051	Biscuit sec chocolaté, type barquette		-	-	-	-	5,29	7,39	7,39	60,9	22,8	43,1	-	-	1,5	-	0,7	38,6	16,2	2,41	-	1,19	0	0	3,03	13,8	5,08	< 0,005	< 0,005	0,021	0,017	0,14	0,073	1,69	0,77	12,6	3,79	1,23	0,0053	0,0043	< 0,005	-	0,4	-	-	-	-	-	-	-	-	-	-	160	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24052	Biscuit sec chocolaté, type tartelette		-	-	-	-	2,7	6,65	6,65	60,2	25,8	29,2	< 0,2	-	0,19	1,74	1,74	25,5	25,9	3,24	-	1,42	0	0	16	7,26	1,75	0,047	0,09	0,56	0,41	3,55	1,73	6,39	2,93	6,8	1,61	0,09	< 0,01	< 0,01	< 0,01	21	0,45	58	247	0,29	0,15	< 20	59	0,88	160	360	< 20	178	1	25,1	7,66	< 0,25	2,46	4,2	-	< 0,5	0,098	0,083	0,32	0,35	0,046	39,1	0,15
07	0706	000000	produits sucrés	biscuits sucrés	-	24053	Biscuit sec chocolaté, type galette		-	-	-	-	-	6,84	6,84	63,7	23,5	28,2	-	-	-	-	-	-	34	3,01	-	0,89	0	0	13,2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,65	-	-	-	3,97	-	60,5	-	171	-	-	261	-	-	-	-	4	-	-	-	0,6	0,7	6	-	1	79	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24054	Biscuit sec, sablé, galette ou palet, aux fruits		-	-	-	-	3,3	5,93	5,93	67,6	19,3	31	1	-	1,3	0,3	0,2	25,4	27,8	2,74	-	1,18	0	0	11	5,65	1,72	0,065	0,097	0,88	0,48	3,55	1,65	3,63	0,68	5,65	1,66	0,059	< 0,01	< 0,01	< 0,01	25,5	0,49	35	202	0,19	1	< 20	32	0,71	130	210	< 20	196	0,66	25,4	10,8	< 0,25	2,2	1,99	-	< 0,5	0,12	0,036	0,18	0,23	0,056	19,6	0,41
07	0706	000000	produits sucrés	biscuits sucrés	-	24055	Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)		2140	511	2140	511	3,1	5,5	5,5	59,8	27,2	29,7	0,15	< 0,1	0,62	0,18	1,07	27,7	26,6	3,4	1,1	0,93	0	0,11	16,7	7,12	1,83	0,23	0,2	0,84	0,7	4,21	2,41	6,04	1,8	6,67	1,64	0,19	< 0,01	< 0,01	< 0,01	35,4	0,37	23	200	0,18	1,5	-	28	0,7	110	210	< 20	149	0,59	70,3	19,9	< 0,25	2,21	4,77	-	< 0,5	0,038	0,022	0,12	0,42	0,028	18,9	0,069
07	0706	000000	produits sucrés	biscuits sucrés	-	24056	Florentin (biscuit sec sucré chocolaté aux amandes)		2150	514	2150	514	2	9,31	9,31	50,7	28,7	44,1	2,28	< 0,1	4,41	2,61	3,55	31,2	1,7	7,6	traces	1,46	0	0,21	10,8	12	4,52	< 0,01	< 0,01	0,03	0,02	0,02	0,38	6,61	3,57	10,4	3,73	0,36	0,08	< 0,01	0,02	21,4	0,13	120	81	0,44	2,5	-	84	0,98	180	320	< 20	52	1,1	32,2	18,5	1,01	6,15	4,28	-	< 0,5	0,046	0,095	0,47	0,38	0,044	16,9	0,28
07	0706	000000	produits sucrés	biscuits sucrés	-	24060	Biscuit pâtissier meringué		-	-	-	-	-	7,42	7,42	56	30,7	46,1	-	-	-	-	-	-	-	3,62	-	0,3	0	0	18,9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,3	-	-	-	-	-	-	-	-	-	-	122	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24070	Sablé à la noix de coco		-	-	-	-	2,72	7,1	7,1	66,5	20,1	24,2	< 0,3	-	< 0,3	-	< 0,3	24,2	-	2,65	-	1	0	0	12,3	4,54	0,66	0,82	0,45	0,24	0,45	0,54	1,81	5,65	1,98	3,83	0,61	0,03	0,0098	< 0,005	< 0,005	-	0,74	-	-	-	-	-	-	-	-	-	-	295	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24071	Sablé pâtissier, artisanal		-	-	-	-	5	8,38	8,38	59,4	22,9	-	< 0,5	-	< 0,5	< 0,5	< 0,5	22	29,3	3,3	-	0,99	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98	0,41	31,9	107	< 1	< 1	< 10	21,8	< 1	131	123	6,3	163	< 1	173	< 50	< 0,2	1,4	-	-	-	< 0,05	0,09	0,3	0,58	0,09	14,5	0,79
07	0706	000000	produits sucrés	biscuits sucrés	-	24072	Sablé aux fruits (pomme, fruits rouges, etc.)		-	-	-	-	-	5,85	5,85	66	21,1	32	-	-	0,58	-	0,26	26,5	-	2,55	-	0,96	0	0	10,6	6,16	1,34	0,52	0,34	0,25	0,46	0,56	1,85	5,16	1,47	4,52	0,94	0,085	-	-	< 0,01	-	0,56	-	-	-	-	-	-	-	-	-	-	225	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24080	Sablé au cacao ou chocolat, au praliné ou autre		-	-	-	-	3,61	6,63	6,63	61,2	24,6	27,3	-	-	-	-	-	-	-	3	-	0,94	0	0	10,7	5,89	6,08	0,26	0,16	0,1	0,19	0,28	0,74	6,93	1,52	5,89	4,39	0,37	0,015	< 0,005	< 0,005	-	0,94	-	-	-	-	-	-	-	-	-	-	378	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24225	"Goûter sec fourré (""sandwiché"") parfum lait ou vanille"		-	-	-	-	2,19	5,36	5,36	71,2	18,6	34,7	< 0,2	-	0,6	< 0,2	3,9	28,6	32,6	1,83	-	0,82	0	0	10,7	5,49	1,61	< 0,005	0,0061	0,14	0,12	1,59	0,63	5,66	0,89	5,49	1,6	0,011	< 0,005	< 0,005	< 0,005	3,1	0,56	20,6	308	< 1	< 1	< 10	12,9	< 1	77	96,5	< 3	222	< 1	< 2	< 50	< 0,2	1,1	-	-	-	< 0,05	0,06	< 0,05	0,3	< 0,05	7,4	0,31
07	0706	000000	produits sucrés	biscuits sucrés	-	24231	"Goûter sec fourré (""sandwiché"") parfum chocolat"		-	-	-	-	2,33	6,7	6,7	67,9	18	29,8	< 0,2	-	0,23	0,55	1,26	27,8	38,1	3,77	-	1,25	0	0	9,92	5,85	1,67	< 0,005	0,024	0,26	0,18	1,65	0,7	5,96	1,1	5,68	1,63	0,036	< 0,005	< 0,005	0,0035	2,2	0,62	120	0,26	0,39	3,3	24	47,3	0,61	117	190	< 2,2	246	0,92	< 2	< 30	< 0,5	3	-	-	< 1	0,11	0,073	0,69	0,29	0,13	28	< 0,08
07	0706	000000	produits sucrés	biscuits sucrés	-	24240	"Goûter sec fourré (""sandwiché"") parfum fruits"		-	-	-	-	0,99	6,64	6,64	73,3	17,4	31,6	1,6	-	6,6	< 0,2	7,5	15,1	41,8	3,35	-	1,24	0	0	9,68	2,21	0,66	< 0,005	< 0,005	< 0,005	< 0,005	0,011	0,062	2,56	0,24	2,18	0,64	0,02	< 0,005	< 0,005	< 0,005	< 0,5	0,5	240	243	-	4,5	-	120	-	300	80	-	216	-	-	-	-	3,5	-	-	-	0,25	-	-	-	-	35	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24300	Gaufrette ou éventail sans fourrage		-	-	-	-	2,93	9	9	76,8	8	35	-	-	< 0,23	-	< 0,35	35	35,5	2	-	1,29	0	0	5	2,26	0,38	-	-	0,31	0,27	2,39	0,95	0,6	0,47	2,26	0,34	0,041	-	-	-	-	1	1,55	577	-	-	-	-	-	140	144	-	400	-	-	-	-	-	-	-	2	0,016	0,063	0,68	-	0,057	5	0,09
07	0706	000000	produits sucrés	biscuits sucrés	-	24311	Gaufrette fourrée chocolat, préemballée		-	-	-	-	1,64	6,38	6,38	57,2	29,8	35,8	< 0,2	-	0,13	2,62	0,15	32,9	-	3,53	-	1,44	0	0	22,9	5,35	0,92	0,019	0,11	1,09	0,76	6,55	2,46	5,83	4,7	4,94	0,88	0,029	< 0,005	< 0,005	< 0,005	-	0,27	34	-	-	-	-	11	-	-	-	-	109	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24312	Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée		-	-	-	-	2,31	7,31	7,31	59,6	26,4	37,4	< 0,2	-	5,72	1,34	0,12	30,2	15,3	3,21	-	1,11	0	0	17,7	5,02	1,38	0,1	0,17	1,26	0,88	6,53	2,63	3,14	2,78	4,91	1,29	0,076	0,0052	< 0,005	< 0,005	10,1	0,34	20,1	194	< 1	6,8	< 10	47,3	< 1	122	263	< 3	134	< 1	< 2	< 50	< 0,2	2,1	-	-	-	< 0,05	0,22	< 0,2	0,51	0,06	11,8	0,54
07	0706	000000	produits sucrés	biscuits sucrés	-	24313	Gaufrette, fourrée vanille, préemballée		2250	538	2250	538	1,1	5,75	5,75	60,1	30,1	32,9	< 0,1	< 0,1	5,98	5,93	0,18	20,8	24,4	1,6	traces	1,12	0	0,27	19,9	7,06	1,69	< 0,01	0,05	0,71	0,59	5,46	2,22	9,35	1,4	6,89	1,63	0,05	< 0,01	< 0,01	< 0,01	8,85	0,36	92	241	0,07	0,55	-	24	0,27	120	260	< 20	144	0,49	< 21	< 5	< 0,25	1,86	2,09	-	0,63	0,041	0,16	0,27	1,08	0,041	15,3	0,29
07	0706	000000	produits sucrés	biscuits sucrés	-	24320	Gaufrette fourrée, aux fruits		-	-	-	-	9,32	4,43	4,43	82,4	1,58	41,7	-	-	15,6	-	17,1	< 0,25	24,4	1,66	-	0,6	0	0	0,75	0,27	0,29	< 0,005	< 0,005	0,0043	0,0038	0,014	0,012	0,25	0,04	0,26	0,27	0,021	< 0,005	< 0,005	< 0,005	-	0,28	-	-	-	-	-	-	-	-	-	-	110	-	-	-	-	-	-	-	0,3	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24360	Cigarette		-	-	-	-	2,47	5,29	5,29	63	27,5	38	-	-	0,5	-	0,45	36,4	25	1	-	0,73	0	0	17,5	7,45	2,1	-	-	-	-	-	-	-	-	-	-	0,2	-	-	-	-	0,28	-	455	-	-	-	-	-	-	163	-	111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24370	Crêpe dentelle		-	-	-	-	2,9	6,27	6,27	72,1	15,5	36,7	-	-	2,75	-	0,5	28	-	1,7	-	1,55	0	0	10,2	2,3	0,45	-	-	-	-	-	-	-	-	-	-	< 0,1	-	-	-	-	0,64	-	-	-	-	-	-	-	-	-	-	255	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24371	Crêpe dentelle au chocolat, préemballée		-	-	-	-	-	5,91	5,91	67,9	21,8	42,4	-	-	0,94	-	0,36	40,6	-	3,45	-	1,41	0	0	13,5	5,9	1,45	0,23	0,14	0,13	0,2	0,24	0,76	4,78	4,2	5,9	1,09	0,35	-	-	0,0056	-	0,5	-	-	-	-	-	-	-	-	-	-	198	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
07	0706	000000	produits sucrés	biscuits sucrés	-	24430	Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir		-	-	-	-	6,3	7,98	7,98	79,9	3,77	47,9	< 0,5	-	< 0,5	< 0,5	< 0,5	47,9	24,3	1,37	-	0,66	0	0	0,99	1,23	0,77	0	0	0	0	0	0,0092	0,56	0,14	1,11	0,69	0,036	0,016	0	0,023	109	0,41	25,5	0,1	< 1	1,1	< 10	14,3	< 1	107	109	< 3	161	< 1	7,8	< 50	< 0,2	0,9	-	-	0	< 0,05	0,11	< 0,05	0,6	< 0,05	9,6	0,36
