Nr	Namn	Postadress	Kommun	Län	Kategori	Övrig verksamhet	Djurslag	Kontrollerande myndighet	lat	lng
1501	Scanfjord Mollösund	Gamla vägen 17, 474 70 MOLLÖSUND	ORUST	VÄSTRA GÖTALANDS LÄN	DC PC PP	VIII-PP VII-DC VII-PC	\N	Livsmedelsverket	58.0740476	11.4856996
1502	Brygguddens musslor ostron och alger AB	Mjölkeröd 91, 457 91 TANUMSHEDE	TANUM	VÄSTRA GÖTALANDS LÄN	DC PP	VIII-PP VII-DC	\N	Livsmedelsverket	58.7633499	11.2084509
1505	Eko Musslor p.a.c. AB	Ringögatan 33, 417 07 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	DC PC FFPP PP	VIII-FFPP VIII-PP VII-DC VII-PC	\N	Livsmedelsverket	57.7230812	11.9832378
2004	Brorssons Fiskförsäljning AB	Vångavägen 4, 294 71 Sölvesborg	SÖLVESBORG	BLEKINGE	RW	\N	\N	Livsmedelsverket	56.0473395	14.677674
2007	Älvkarleby Lax och Vilt AB	Valnäsvägen 3, 819 30 Skärplinge	TIERP	UPPSALA	PP(mp) PP	VIII-PP VI-PP(mp)	\N	Livsmedelsverket	60.4742214	17.7634728
2008	FDC Grossist AB	Tärnögatan 3, 211 24 Malmö	MALMÖ	SKÅNE LÄN	FFPP	CS(kf)	\N	Livsmedelsverket	55.62039	13.0373055
2014	Laxrökeri Holk AB	Östra Fjärestadsvägen 169, 253 42 VALLÅKRA	HELSINGBORG	SKÅNE LÄN	PP	\N	\N	Livsmedelsverket	55.9809675	12.8808247
2018	Räkor & Lax Grossisten GBG AB	Inlandsgatan 16-20, 417 15 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Kommunen	57.71336	11.9276342
2020	Scandic Pelagic Västervik AB	Båtvägen 6, 593 50 Västervik	VÄSTERVIK	KALMAR	FFPP	CS(kf)	\N	Livsmedelsverket	57.7475583	16.6738142
2022	Fiskeriet Sverige AB	Transportvägen 7-9, 117 43 STOCKHOLM	STOCKHOLM	STOCKHOLM	FFPP	CS(kf)	\N	Kommunen	59.2976125	18.0279233
2024	Fiskebäcks Seafood AB	Fiskhamnen, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6987463	11.9268657
2025	Kvalitetsfisk AB	Pepparvägen 81, 123 56 FARSTA	STOCKHOLM	STOCKHOLM	FFPP WM PP	\N	\N	Kommunen	59.2486536	18.0899009
2027	Fogdö Lax	Finnarörsvägen 81, 764 57 Grisslehamn	NORRTÄLJE	STOCKHOLM	FFPP PP	\N	\N	Livsmedelsverket	60.1482692	18.7683187
2030	AB Packman i Åtorp	Åtorp 129, 693 94 Åtorp	DEGERFORS	ÖREBRO	FFPP PP	\N	\N	Livsmedelsverket	59.1164089	14.373792
2032	Börtnans Fjällvattenfisk AB	Börtnan 822, 845 52 Åsarna	BERG	JÄMTLAND	FFPP PP	\N	\N	Livsmedelsverket	62.7549515	13.8345406
2034	Oskars Surströmming AB	Söråkersgatan 19, 861 51 Söråker	TIMRÅ	VÄSTERNORRLAND	PP	\N	\N	Livsmedelsverket	62.5050967	17.4969137
2035	Smögens Räk & Fiskgrossist AB	Fiskhamnsgatan 32, 456 51 Smögen	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.3533972	11.2275954
2036	Bröderna Samuelsson Fiskexport AB	Fiskhamnsgatan 33, 456 51 Smögen	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.3536205	11.2284257
2038	Ekelöfs Grossist AB	Fiskhamnsgatan 31, 456 51 SMÖGEN	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FFPP	\N	\N	Livsmedelsverket	58.3536205	11.2284257
2045	Norums Fiskrökeri AB	Södra Norum 345, 915 97 Bygdeå	ROBERTSFORS	VÄSTERBOTTEN	PP	CS(kf)	\N	Livsmedelsverket	63.8865908	20.7634554
2047	AB Gösta Hannells Fisksalteri	Box 174, 311 22 Falkenberg	ÖRNSKÖLDSVIK	VÄSTERNORRLAND	PP	\N	\N	Livsmedelsverket	56.9027333	12.4888013
2049	Gothia Seafood	Fiskhamnen 9, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6980427	11.9256551
2050	Asperö Fisk AB	Fiskhamnen, F-hallen, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6986772	11.9260683
2054	Fiskeriet Sverige AB	Transportvägen 9, 11743 STOCKHOLM	UMEÅ	VÄSTERBOTTEN	FFPP	CS(kf) CS(i)	\N	Livsmedelsverket	59.2973039	18.0275459
2056	Trensums Food AB	Box 112, 362 22 Tingsryd	TINGSRYD	KRONOBERG	RW	\N	\N	Livsmedelsverket	56.5247452	14.9785342
2058	AB C Food	Slipstensvägen 20, 142 50 SKOGÅS	HUDDINGE	STOCKHOLM	FFPP PP	\N	\N	Livsmedelsverket	59.1995921	18.1164126
2061	Åre Atlantfisk AB	Snickarvägen 19, 837 71 DUVED	ÅRE	JÄMTLAND	FFPP PP	CS(kf)	\N	Livsmedelsverket	63.395319	12.9190174
2063	Siljans Lax AB	Övermovägen 11, 793 35 Leksand	LEKSAND	DALARNAS LÄN	PP	\N	\N	Livsmedelsverket	60.7271486	15.0070339
2064	AB Salar Fisk och Skaldjur	Fiskhallsvägen 8, 120 44 Årsta	STOCKHOLM	STOCKHOLM	FFPP PP	\N	\N	Kommunen	59.2921006	18.0302811
2066	Räkexport Robert Jonsson KB	Fiskhamen 17, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6989162	11.926649
2074	Bexanders Rökeri AB	Murarvägen 8, 132 38 Saltsjö-Boo	NACKA	STOCKHOLM	PP	\N	\N	Livsmedelsverket	59.3367071	18.2451256
2075	Blomlöfs Rökeri AB	Rökerivägen 3 Brömsebro, 370 45 Fågelmara	TORSÅS	KALMAR	PP(mp) PP	VIII-PP VI-PP(mp)	\N	Livsmedelsverket	56.3030673	16.0051204
2076	Skandinavisk Fiskdistribution AB	Markörgatan 6, 136 44 Handen	HANINGE	STOCKHOLM	FFPP PP	CS(kf)	\N	Livsmedelsverket	59.176295	18.1608458
2079	Gotlandia AB	Dalhem Gandarve 167, 622 56 Dalhem	GOTLAND	GOTLAND	FFPP PP	\N	\N	Livsmedelsverket	57.5458182	18.5333534
2082	TG Wahlströms Fisk AB	Kobacken 20, 805 95 Gävle	GÄVLE	GÄVLEBORG	FFPP PP	\N	\N	Livsmedelsverket	60.7502554	17.3449954
2085	Lidköpings Laxrökeri AB	Stuvaregatan 6 , 531 40 LIDKÖPING	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	FFPP PP	CS(kf)	\N	Livsmedelsverket	58.5018182	13.1877431
2087	Rackeby Fisk	c/o Freddie Pettersson, Rackeby Ekeberg 1, 531 98 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.5984676	13.0089534
2093	Vägga Rökeri AB	Saltsjöbadsvägen 38, 374 30 Karlshamn	KARLSHAMN	BLEKINGE	FFPP PP	\N	\N	Livsmedelsverket	56.1566391	14.884065
2094	Lyngalax AB	Lynga 610, 305 64 Gullbrandstorp	HALMSTAD	HALLAND	PP	\N	\N	Livsmedelsverket	56.715668	12.717072
2096	Håfveruds Rökeri	Dalsland center, 464 72 Håverud	MELLERUD	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	58.8211403	12.4126435
2102	Valje Rökeri AB	Sissebäcksvägen 71, 294 77 Sölvesborg	BROMÖLLA	SKÅNE LÄN	PP	\N	\N	Livsmedelsverket	56.0722134	14.5452704
2104	Pappas AB	Klangfärgsgatan 1, 426 52 VÄSTRA FRÖLUNDA	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Kommunen	57.6589747	11.8985043
2107	Nordic Trout Sweden AB	Fiskhamnsvägen 10, 227 10 Föglö. Åland, Finland	ÖRNSKÖLDSVIK	VÄSTERNORRLAND	FFPP	\N	\N	Livsmedelsverket	60.0339496	20.3929172
2108	T Nymans Fiske & Fritid AB	Verkstadsgatan 11 , 941 39 Piteå	PITEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.3082177	21.4954365
2117	Hörvikens Fisk AB	Annedal, Kållandsö, 531 99 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.6716047	13.1498666
2121	KB-Fisk	Kållandsö Berghäll 1, 531 99 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	58.6651185	13.1921337
2123	Eko Fågel Fisk & Mittemellan AB	Partihandlarvägen 50, 120 44 Årsta	STOCKHOLM	STOCKHOLM	FFPP PP	CS(kf)	\N	Kommunen	59.2913775	18.0255071
2124	Fiskexporten Varberg AB	Härdgatan 27, 432 32 Varberg	VARBERG	HALLAND	FFPP PP	\N	\N	Livsmedelsverket	57.1222526	12.2890552
2126	Nynäs Rökeri och Fiskhall AB	Box 16, 149 21 Nynäshamn	NYNÄSHAMN	STOCKHOLM	FFPP PP	CS(kf)	\N	Livsmedelsverket	58.902926	17.9465288
2127	Prinsens Sill och Sallader AB	Valnäsgatan 11, 442 52 Ytterby	KUNGÄLV	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	57.852092	11.9128446
2128	Stefan Pålsson AB	Örjaleden 4, 261 51 Landskrona	LANDSKRONA	SKÅNE LÄN	PP	\N	\N	Livsmedelsverket	55.8736213	12.8866868
2136	Kåseberga Fisk AB	Ales väg 34, 271 78 Löderup	YSTAD	SKÅNE LÄN	FFPP PP	\N	\N	Livsmedelsverket	55.3828357	14.0615231
2139	Gustavalax AB	Gustavsfors Heden, 683 91 Hagfors	HAGFORS	VÄRMLAND	FFPP PP	\N	\N	Livsmedelsverket	60.150604	13.7928016
2149	Den Goda Lutfisken DGL AB	Västra Kajen 8 D, 374 31 KARLSHAMN	KARLSHAMN	BLEKINGE	PP	\N	\N	Livsmedelsverket	56.1673928	14.8602852
2152	Stjärnlax i Göteborg AB	Pirhus 1 Fiskhamnen, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Kommunen	57.6996549	11.9257367
2154	Badängens Rök & Fiskeri AB	Allmänna vägen 26, 547 72 Otterbäcken	GULLSPÅNG	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	58.9448813	14.0386957
2155	Överumans Fisk AB	Box 210, 923 24 Storuman	STORUMAN	VÄSTERBOTTEN	FFPP	\N	\N	Livsmedelsverket	65.0956204	17.1122771
2156	Bolmen Fisk AB	Gåsagård 2, 340 13 Hamneda	LJUNGBY	KRONOBERG	PP	\N	\N	Livsmedelsverket	56.6974615	13.859099
2166	Skärhamns Frys AB	Box 43, 471 21 Skärhamn	TJÖRN	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	57.9910574	11.5482426
2170	Svensk Fjällröding AB	Landön 490, 835 98 Offerdal	KROKOM	JÄMTLAND	FFPP PP	\N	\N	Livsmedelsverket	63.5788784	14.211558
2171	Hennings Rökeri och Fiskaffär AB	Strandvägen 13, 294 72 Sölvesborg	SÖLVESBORG	BLEKINGE	PP	\N	\N	Livsmedelsverket	56.0123903	14.7000335
2177	Katthammarsviks Rökeri	Hamnen Katthammarsvik, 623 69 Katthammarsvik	GOTLAND	GOTLAND	PP	\N	\N	Livsmedelsverket	57.4356421	18.8522941
2178	Nogersundsfisk AB	Nogersunds Hamn, 294 95 Sölvesborg	SÖLVESBORG	BLEKINGE	CS(k)	\N	\N	Livsmedelsverket	56.005379	14.7381541
2182	Mor Brittas AB	Hagv. 2, 513 32 Fristad	BORÅS	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	57.8228787	12.9939823
2194	Buhres Fisk i Kivik AB	Heberg 109, 311 96 Heberg	SIMRISHAMN	SKÅNE LÄN	FFPP PP	CS(kf)	\N	Livsmedelsverket	56.88607	12.6020631
2195	Smålandskräftan AB	Bockängsgatan 6, 571 38 Nässjö	NÄSSJÖ	JÖNKÖPING	PP	\N	\N	Livsmedelsverket	57.6475121	14.7370868
2203	Prosellco Havsprodukter AB	Norra Promenadvägen 4, 594 70 LOFTAHAMMAR	VÄSTERVIK	KALMAR	PP	CS(kf)	\N	Livsmedelsverket	57.9084222	16.6944894
2209	Perssons Löjrom AB	Marklundsvägen 59, 943 35 Öjebyn	PITEÅ	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.3452476	21.4258216
2213	Stora Risten Fisk AB	Fyrskeppsvägen 43, 742 41 Öregrund	ÖSTHAMMAR	UPPSALA	FFPP	\N	\N	Livsmedelsverket	60.3324546	18.4648996
2215	Fisk i dag i Göteborg AB	Fiskhamnen, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6987463	11.9268657
2216	Scandic Pelagic Gotland AB	Båtvägen 6, 593 50 Västervik	GOTLAND	GOTLAND	FFPP	\N	\N	Livsmedelsverket	57.7475583	16.6738142
2218	Klanghams Fisk HB	Halnavägen 26, 545 34 Töreboda	KARLSBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.7099232	14.1387594
2223	Guldhaven Pelagiska Påläng	Box 43, 952 21 Kalix	KALIX	NORRBOTTEN	FFPP	CS(kf)	\N	Livsmedelsverket	65.8552807	23.1439651
2229	Fiskrökeriet på Ättekulla AB	Torbornavägen 34, 253 68 Helsingborg	HELSINGBORG	SKÅNE LÄN	PP	CS(kf)	\N	Livsmedelsverket	56.0040685	12.7712153
2233	Finnö Fisk & Gårdsbryggeri AB	Hosum Nya Skattegården, 615 91 Valdemarsvik	VALDEMARSVIK	ÖSTERGÖTLAND	CP PP(mp) FFPP PP	VI-PP(mp) VIII-FFPP VIII-PP IV-CP	wU	Livsmedelsverket	58.1860646	16.7497798
2235	Guldfiskens Kök AB	Kanslihusvägen 2, 961 43 BODEN	BODEN	NORRBOTTEN	PP(mp) PP	VIII-PP VI-PP(mp)	\N	Livsmedelsverket	65.8055815	21.6742157
2238	HB  Birkö Bo & Björn Aronsson	Aspöja Birkö 1, 610 25 Vikbolandet	SÖDERKÖPING	ÖSTERGÖTLAND	FFPP PP	\N	\N	Livsmedelsverket	58.4211067	16.9777929
2239	Grimsis AB	Rinnavägen 10 G, 517 33 Bollebygd	BOLLEBYGD	VÄSTRA GÖTALANDS LÄN	PP	CS(kf)	\N	Livsmedelsverket	57.6622031	12.5540552
2242	Sandstens Fiskhandel	Fiskhamnen C-hallen, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6987463	11.9268657
2247	Ottsjökocken AB	Killerödsvägen 34, 271 91 Ystad	YSTAD	SKÅNE LÄN	PP	\N	\N	Livsmedelsverket	55.5069195	13.7036237
2248	Nabbens Rökeri & Fisk AB	Fiskarevägen 2, 384 72 Timmernabben	MÖNSTERÅS	KALMAR	PP(mp) FFPP PP	VIII-FFPP VIII-PP VI-PP(mp)	\N	Livsmedelsverket	56.9693775	16.4377643
2256	Havets Skafferi i Kode AB	Pirhus 1 Fiskhamnen, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Kommunen	57.6996549	11.9257367
2257	Gunnar Nilsson Jordbruk och Fiske	c/o Gunnar Nilsson, Sören 646, 952 44 Töre	KALIX	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.8684059	22.7493347
2260	Lindbloms Fisk AB	Kärleksstigen 24, 952 32 KALIX	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.8492447	23.16256
2262	Roger Andersson Fiske	c/o Roger Andersson, Centralvägen 50, 952 50 Kalix-Nyborg	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.7890409	23.1900872
2263	Haglunds fisk	c/o Kent Haglund, Svedjevägen 22, 952 51 Kalix	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.8509647	23.1044539
2265	Strömstad Rökeri	Rökeriet i Strömstad AB, Torskholmen, 452 31 Strömstad	STRÖMSTAD	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	58.9355556	11.17
2266	Leif Olofsson	Johannisbergsvägen 23, 952 51 Kalix	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.8431504	23.1458571
2267	Kjell Strömbäck	Sjöbodvägen 3, 952 50 Kalix-Nyborg	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.7922183	23.1836621
2275	Boarpsgårdens Fisk & Delikatesser AB	Italienska vägen 293, 269 95 BÅSTAD	BÅSTAD	SKÅNE LÄN	FFPP PP	\N	\N	Livsmedelsverket	56.4360866	12.7906507
2276	Melanders Centralkök	Östermalmstorg(Östermalmshallen), 114 39 BROMMA	STOCKHOLM	STOCKHOLM	RW PP(mp) FFPP PP	VI-PP(mp) VIII-FFPP VIII-PP 0-RW	\N	Livsmedelsverket	59.3359379	18.0778249
2278	Borkbo Salteri AB	Borkbo 34, 825 95 Enånger	HUDIKSVALL	GÄVLEBORG	PP	\N	\N	Livsmedelsverket	61.5487425	17.1452866
2281	Äspets Rökeri AB	Åvägen 4B, 296 38 Åhus	KRISTIANSTAD	SKÅNE LÄN	FFPP PP	\N	\N	Livsmedelsverket	55.9245831	14.3039923
2282	Magnussons i Göteborg AB	Fiskhamnen Box 34, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP WM PP	CS(kf) CS(i)	\N	Kommunen	57.6987463	11.9268657
2283	Marsöfiskaren AB	Marsöfiskaren AB, c/o Ulf Ohlsson, 572 95 Figeholm	OSKARSHAMN	KALMAR	FFPP PP	\N	\N	Livsmedelsverket	57.3746269	16.4898585
2288	Ställbergs Rökeri	c/o Dennis Fältström, Östra Kumlan 512, 714 92 Kopparberg	LJUSNARSBERG	ÖREBRO	PP	\N	\N	Livsmedelsverket	59.9922346	14.878937
2291	Klosterdelikatesser AB	Ringvägen 9A LGH 1403, 118 23 STOCKHOLM	VADSTENA	ÖSTERGÖTLAND	PP	\N	\N	Livsmedelsverket	59.318815	18.0508863
2292	Vilhelmina fiskförädling	c/o Umlax AB, Storgatan 28, 921 31 LYCKSELE	VILHELMINA	VÄSTERBOTTEN	FFPP	\N	\N	Livsmedelsverket	64.5948122	18.677227
2293	Mats Innala	Bodvägen 9, 953 95 Nikkala	HAPARANDA	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.7987047	23.9206228
2295	Ingvar Lerdin	Fridhemsvägen 29, 953 94 Seskarö	HAPARANDA	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.7407833	23.725071
2298	Mikael Lundbäck	Smedjevägen 7, 952 43 TÖRE	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.9162971	22.629459
2300	Bröderna Klemmings Dykhjälp HB	Kräftvägen 8, 457 95 Grebbestad	TANUM	VÄSTRA GÖTALANDS LÄN	DC	\N	\N	Livsmedelsverket	58.7040709	11.2240593
2304	Smögendelikatesser AB anl 2304	Björkhagsgatan 9, 531 40 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.4932648	13.1966752
2305	Fisk Idag AB (Öckerö)	Fiskhamnen, 414 58 Göteborg	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	57.6987463	11.9268657
2307	Akka fisk & vilt	Klubbvägen 240, 975 92 LULEÅ	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.5477094	21.7659977
2308	Sundströms Fiske	Gaddvägen 1, 974 55 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.575793	22.2596802
2310	Brynolf Lindgren	Stenbäckvägen 12, 952 04 Påläng	KALIX	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.8112908	22.8959131
2313	Bröderna Stålarm AB	Hindersön 15, 974 99 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.5882716	22.6185851
2314	Dag Hjelte AB	Bälinge byaväg 28, 97594 LULEÅ	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.6289548	21.9354975
2315	Bröderna Ökvist HB	Box 186, 971 06 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.584819	22.1567026
2317	Blomqvist & Son AB	Lövskärsvägen 790, 974 55 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.5462328	22.3588271
2318	Allan Luthström - Fiske	Strandstråket 17, 953 95 Nikkala	HAPARANDA	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.7908931	23.9247625
2319	Holms Fiske AB	Engströmsvägen 32, 975 95 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.538514	21.9115087
2320	Viktor Medström	Fridhemsvägen 44B, 953 94 Seskarö	HAPARANDA	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.7421655	23.7222209
2322	Fiskare Stefan Ökvist	c/o Stefan Ökvist AB, Box 50132, 973 24 LULEÅ	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.584819	22.1567026
2323	Thomas Innala	Gaddvägen 5, 974 55 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.5762827	22.2585451
2324	Olov Innala	Hamnvägen 250, 953 95 Nikkala	HAPARANDA	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.7898121	23.9210752
2326	Stig Gren	Box 168, 971 05 Luleå	LULEÅ	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.584819	22.1567026
2327	Wiken Produkter	c/o Urban Wik, Karl Oskars väg 1, 952 50 KALIX-NYBORG	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.779043	23.1784435
2328	PES Fisk	c/o Per Erik Sångberg, Skogshemsvägen 4, 952 71 Karlsborgsverken	KALIX	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.8045804	23.2995495
2330	TM Boat o Fishing AB	c/o Thommy Möller Kinnegatan 27 A, 531 33 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	58.5008439	13.1769976
2332	Bua Shellfish AB	Hamnvägen 4, 432 64 Bua	VARBERG	HALLAND	PP	\N	\N	Livsmedelsverket	57.239544	12.1110692
3001	Wernersson Ost AB	Industrivägen 5, 523 90 Ulricehamn	ULRICEHAMN	VÄSTRA GÖTALANDS LÄN	RW	\N	\N	Livsmedelsverket	57.8315485	13.4211042
3005	Arla Foods AB	Göteborgsvägen 19, 521 30 FALKÖPING	FALKÖPING	VÄSTRA GÖTALANDS LÄN	RW CS(k)	\N	\N	Livsmedelsverket	58.1668797	13.5342348
3006	Färsksallad GL AB	Frysvägen 8, 556 52 JÖNKÖPING	JÖNKÖPING	JÖNKÖPING	RW	\N	\N	Livsmedelsverket	57.6877196	14.1458543
3009	Ockelbo Ost AB	Gäverängevägen 11, 816 31 Ockelbo	OCKELBO	GÄVLEBORG	RW	\N	\N	Livsmedelsverket	60.8958147	16.723811
3011	Östgötaost AB	Ringtrastvägen 6, 591 37 Motala	MOTALA	ÖSTERGÖTLAND	RW	CS(kf)	\N	Livsmedelsverket	58.5256082	15.0234766
3101	Wermlands Mejeri AB	Ökne, 661 95 VÄRMLANDS NYSÄTER	SÄFFLE	VÄRMLAND	PP	\N	B	Livsmedelsverket	59.283333	12.766667
3106	Stockholms Glasshus	Birkagatan 8, 113 36 Stockholm	STOCKHOLM	STOCKHOLM	PP	\N	B	Kommunen	59.3392953	18.0332674
3113	Bredsjö Mjölkfår AB	Bredsjö 106, 712 91 Hällefors	HÄLLEFORS	ÖREBRO	PP	\N	O	Livsmedelsverket	59.8327046	14.7376669
3116	Wapnö AB	Wapnö gård 215, 305 91 Halmstad	HALMSTAD	HALLAND	CP MP MM PP(mp) PP	V-MP V-MM VI-PP(mp) IX-PP CS(kf) I-CP	B	Livsmedelsverket	56.7130556	12.8408334
3118	Finnmans Kalasglass AB	Speditionsvägen 13, 142 50 SKOGÅS	HUDDINGE	STOCKHOLM	PP	\N	B	Livsmedelsverket	59.2009181	18.120585
3121	Gullspira Gård & Gårdsmejeri AB	Gullspira Gård, 747 95 Gimo	ÖSTHAMMAR	UPPSALA	PP	\N	C	Livsmedelsverket	60.1716941	18.185871
3130	Gide Get HB	Djuptjärn 125, 890 54 Trehörningsjö	ÖRNSKÖLDSVIK	VÄSTERNORRLAND	PP	CS(i)	C	Livsmedelsverket	63.7186294	18.7044949
3131	AB Smålandsost	Mejerigatan 4A, 576 96 Vrigstad	SÄVSJÖ	JÖNKÖPING	PP	\N	B	Livsmedelsverket	57.3544415	14.4781728
3137	Krogersbo Getgård	Krogersbo 1, 610 40 GUSUM	VALDEMARSVIK	ÖSTERGÖTLAND	PP	CS(kf) CS(i)	B C	Livsmedelsverket	58.2699456	16.596834
3143	Skärvångens Bymejeri AB	Pl. 130, 835 63 FÖLLINGE	KROKOM	JÄMTLAND	PP	\N	B C	Livsmedelsverket	63.6705063	14.6127545
3156	Brostorps Hemlagade	c/o Camilla Ydrestrand, Brostorp Höjden 1, 57394 YDRE	YDRE	ÖSTERGÖTLAND	PP	X-PP IX-PP	B A	Livsmedelsverket	57.9849783	15.1282026
3164	Holmana Gårdsmejeri	c/o Boel Bindby, Göstorpshult 41, 312 53 Hishult	LAHOLM	HALLAND	PP	\N	B	Livsmedelsverket	56.3921989	13.3111383
3167	Åsbergets Gårdsmejeri	c/o Ann Klensmedeln, Åsberget 110, 843 91 Bräcke	BRÄCKE	JÄMTLAND	PP	\N	B C	Livsmedelsverket	62.7561782	15.6523118
3173	Påverås Gårdsmejeri AB	Påverås Sörgården, 521 92 FALKÖPING	FALKÖPING	VÄSTRA GÖTALANDS LÄN	PP	\N	B C	Livsmedelsverket	58.1377377	13.5419016
3177	Svartbergets Getfarm	c/o Anna Nilsson, Högheden 17, 938 94 Arjeplog	ARJEPLOG	NORRBOTTEN	PP	\N	C	Livsmedelsverket	66.3227259	17.3164857
3180	Bränna Gårdsmejeri	c/o Marie Hansson, Övre Valsjön 4913, 835 67 VALSJÖBYN	KROKOM	JÄMTLAND	PP	\N	B C	Livsmedelsverket	64.0434264	14.1452264
3181	Packarna i Skåne AB	Södergatan 7E, 275 31 Sjöbo	SJÖBO	SKÅNE LÄN	RW	\N	\N	Livsmedelsverket	55.6294504	13.7056759
3185	Smååkrans Getgård	c/o Johnny Bengtsson, Smååkran 166, 840 60 Bräcke	BRÄCKE	JÄMTLAND	PP	\N	C	Livsmedelsverket	62.7412559	15.1075749
3186	Lillängens Gårdsmejeri	c/o Stig Andersson, By 124, 686 93 Sunne	SUNNE	VÄRMLAND	PP	\N	C	Livsmedelsverket	59.8670719	13.0370755
3187	Hillsands Getgård	c/o Jan Hammar, Hillsand 551, 833 94 Strömsund	STRÖMSUND	JÄMTLAND	PP	\N	B C	Livsmedelsverket	64.1182412	15.288985
