Commune;Codepos;Departement;INSEE
ST MARTIN ST FIRMIN;27450;EURE;27571
ST MESLIN DU BOSC;27370;EURE;27572
ST NICOLAS D ATTEZ;27160;EURE;27573
ST NICOLAS DU BOSC;27370;EURE;27574
ST NICOLAS DU BOSC L ABBE;27300;EURE;27575
STE OPPORTUNE BOSC;27110;EURE;27576
STE OPPORTUNE LA MARE;27680;EURE;27577
ST OUEN D ATTEZ;27160;EURE;27578
ST OUEN DE PONTCHEUIL;27370;EURE;27579
ST OUEN DE THOUBERVILLE;27310;EURE;27580
ST OUEN DES CHAMPS;27680;EURE;27581
ST OUEN DU TILLEUL;27670;EURE;27582
ST PAER;27140;EURE;27583
ST PAUL DE FOURQUES;27800;EURE;27584
ST PAUL SUR RISLE;27500;EURE;27585
ST PHILBERT SUR BOISSE;27520;EURE;27586
ST PHILBERT SUR RISLE;27290;EURE;27587
ST PIERRE D AUTILS;27950;EURE;27588
ST PIERRE DE BAILLEUL;27920;EURE;27589
ST PIERRE DE CERNIERES;27390;EURE;27590
ST PIERRE DE CORMEILLES;27260;EURE;27591
ST PIERRE DE SALERNE;27800;EURE;27592
ST PIERRE DES FLEURS;27370;EURE;27593
ST PIERRE DES IFS;27450;EURE;27594
ST PIERRE DU BOSGUERARD;27370;EURE;27595
ST PIERRE DU MESNIL;27330;EURE;27596
ST PIERRE DU VAL;27210;EURE;27597
ST PIERRE DU VAUVRAY;27430;EURE;27598
ST PIERRE LA GARENNE;27600;EURE;27599
ST QUENTIN DES ISLES;27270;EURE;27600
ST SAMSON DE LA ROQUE;27680;EURE;27601
ST SEBASTIEN DE MORSENT;27180;EURE;27602
ST SIMEON;27560;EURE;27603
ST SULPICE DE GRIMBOUVILL;27210;EURE;27604
ST SYLVESTRE DE CORMEILLE;27260;EURE;27605
ST SYMPHORIEN;27500;EURE;27606
ST THURIEN;27680;EURE;27607
ST VICTOR DE CHRETIENVILL;27300;EURE;27608
ST VICTOR D EPINE;27800;EURE;27609
ST VICTOR SUR AVRE;27130;EURE;27610
ST VIGOR;27930;EURE;27611
ST VINCENT DES BOIS;27950;EURE;27612
ST VINCENT DU BOULAY;27230;EURE;27613
SANCOURT;27150;EURE;27614
SASSEY;27930;EURE;27615
LA SAUSSAYE;27370;EURE;27616
SAUSSAY LA CAMPAGNE;27150;EURE;27617
SEBECOURT;27190;EURE;27618
SELLES;27500;EURE;27620
SEREZ;27220;EURE;27621
SERQUIGNY;27470;EURE;27622
SURTAUVILLE;27400;EURE;27623
SURVILLE;27400;EURE;27624
SUZAY;27420;EURE;27625
THEILLEMENT;27520;EURE;27626
LE THEIL NOLENT;27230;EURE;27627
THEVRAY;27330;EURE;27628
THIBERVILLE;27230;EURE;27629
THIBOUVILLE;27800;EURE;27630
THIERVILLE;27290;EURE;27631
LE THIL;27150;EURE;27632
LES THILLIERS VEXIN;27420;EURE;27633
THOMER LA SOGNE;27240;EURE;27634
LE THUIT;27700;EURE;27635
LE THUIT ANGER;27370;EURE;27636
THUIT HEBERT;27520;EURE;27637
LE THUIT SIGNOL;27370;EURE;27638
LE THUIT SIMER;27370;EURE;27639
TILLEUL DAME AGNES;27170;EURE;27640
LE TILLEUL LAMBERT;27110;EURE;27641
LE TILLEUL OTHON;27170;EURE;27642
TILLIERES SUR AVRE;27570;EURE;27643
TILLY;27510;EURE;27644
TOCQUEVILLE;27500;EURE;27645
LE TORPT;27210;EURE;27646
TOSNY;27700;EURE;27647
TOSTES;27340;EURE;27648
TOUFFREVILLE;27440;EURE;27649
TOURNEDOS BOIS HUBERT;27180;EURE;27650
TOURNEDOS SUR SEINE;27100;EURE;27651
TOURNEVILLE;27930;EURE;27652
TOURNY;27510;EURE;27653
TOURVILLE LA CAMPAGNE;27370;EURE;27654
TOURVILLE SUR PONT AUDEME;27500;EURE;27655
TOUTAINVILLE;27500;EURE;27656
TOUVILLE SUR MONTFORT;27290;EURE;27657
LE TREMBLAY OMONVILLE;27110;EURE;27658
LA TRINITE;27930;EURE;27659
LA TRINITE DE REVILLE;27270;EURE;27660
TRINITE DE THOUBERVILLE;27310;EURE;27661
TRICQUEVILLE;27500;EURE;27662
LE TRONCQ;27110;EURE;27663
LE TRONQUAY;27480;EURE;27664
TROUVILLE LA HAULE;27680;EURE;27665
LA VACHERIE;27400;EURE;27666
VALAILLES;27300;EURE;27667
LE VAL DAVID;27120;EURE;27668
VALLETOT;27350;EURE;27669
VANDRIMARE;27380;EURE;27670
VANNECROCQ;27210;EURE;27671
VASCOEUIL;27910;EURE;27672
VATTEVILLE;27430;EURE;27673
VAUX SUR EURE;27120;EURE;27674
VAUX SUR RISLE;27250;EURE;27675
VENABLES;27940;EURE;27676
VENON;27110;EURE;27677
LES VENTES;27180;EURE;27678
VERNEUIL SUR AVRE;27130;EURE;27679
VERNEUSSES;27390;EURE;27680
VERNON;27200;EURE;27681
VESLY;27870;EURE;27682
VEZILLON;27700;EURE;27683
LE VIEIL EVREUX;27930;EURE;27684
LA VIEILLE LYRE;27330;EURE;27685
VIEUX PORT;27680;EURE;27686
VIEUX VILLEZ;27600;EURE;27687
VILLALET;27240;EURE;27688
VILLEGATS;27120;EURE;27689
VILLERS EN VEXIN;27420;EURE;27690
VILLERS SUR LE ROULE;27940;EURE;27691
VILLETTES;27110;EURE;27692
SYLVAINS LES MOULINS;27240;EURE;27693
VILLEZ SOUS BAILLEUL;27950;EURE;27694
VILLEZ SUR LE NEUBOURG;27110;EURE;27695
VILLIERS EN DESOEUVRE;27640;EURE;27696
VIRONVAY;27400;EURE;27697
VITOT;27110;EURE;27698
VOISCREVILLE;27520;EURE;27699
VRAIVILLE;27370;EURE;27700
VAL DE REUIL;27100;EURE;27701
LA MADELEINE;27000;EURE;27901
NEAUFLES SUR RISLE;27250;EURE;27902
BOURNAINVILLE;27230;EURE;27903
LA LANDE;27210;EURE;27904
HEUBECOURT;27630;EURE;27912
ABONDANT;28570;EURE ET LOIR;28001
ALLAINES MERVILLIERS;28310;EURE ET LOIR;28002
ALLAINVILLE;28500;EURE ET LOIR;28003
ALLONNES;28150;EURE ET LOIR;28004
ALLUYES;28800;EURE ET LOIR;28005
AMILLY;28300;EURE ET LOIR;28006
ANET;28260;EURE ET LOIR;28007
ARDELLES;28170;EURE ET LOIR;28008
ARDELU;28700;EURE ET LOIR;28009
ARGENVILLIERS;28420;EURE ET LOIR;28010
ARMENONVILLE LES GATINEAU;28320;EURE ET LOIR;28011
ARROU;28290;EURE ET LOIR;28012
AUNAY SOUS AUNEAU;28700;EURE ET LOIR;28013
AUNAY SOUS CRECY;28500;EURE ET LOIR;28014
AUNEAU;28700;EURE ET LOIR;28015
LES AUTELS VILLEVILLON;28330;EURE ET LOIR;28016
AUTHEUIL;28220;EURE ET LOIR;28017
AUTHON DU PERCHE;28330;EURE ET LOIR;28018
BAIGNEAUX;28140;EURE ET LOIR;28019
BAIGNOLET;28150;EURE ET LOIR;28020
BAILLEAU LE PIN;28120;EURE ET LOIR;28021
BAILLEAU L EVEQUE;28300;EURE ET LOIR;28022
BAILLEAU ARMENONVILLE;28320;EURE ET LOIR;28023
BARJOUVILLE;28630;EURE ET LOIR;28024
BARMAINVILLE;28310;EURE ET LOIR;28025
BAUDREVILLE;28310;EURE ET LOIR;28026
LA BAZOCHE GOUET;28330;EURE ET LOIR;28027
BAZOCHES EN DUNOIS;28140;EURE ET LOIR;28028
BAZOCHES LES HAUTES;28140;EURE ET LOIR;28029
BEAUCHE;28270;EURE ET LOIR;28030
BEAUMONT LES AUTELS;28420;EURE ET LOIR;28031
BEAUVILLIERS;28150;EURE ET LOIR;28032
BELHOMERT GUEHOUVILLE;28240;EURE ET LOIR;28033
BERCHERES ST GERMAIN;28300;EURE ET LOIR;28034
BERCHERES LES PIERRES;28630;EURE ET LOIR;28035
BERCHERES SUR VESGRE;28560;EURE ET LOIR;28036
BEROU LA MULOTIERE;28270;EURE ET LOIR;28037
BETHONVILLIERS;28330;EURE ET LOIR;28038
BEVILLE LE COMTE;28700;EURE ET LOIR;28039
BILLANCELLES;28190;EURE ET LOIR;28040
BLANDAINVILLE;28120;EURE ET LOIR;28041
BLEURY;28700;EURE ET LOIR;28042
BLEVY;28170;EURE ET LOIR;28043
BOISGASSON;28220;EURE ET LOIR;28044
BOISSY EN DROUAIS;28500;EURE ET LOIR;28045
BOISSY LES PERCHE;28340;EURE ET LOIR;28046
BOISVILLE LA ST PERE;28150;EURE ET LOIR;28047
LA BOURDINIERE ST LOUP;28360;EURE ET LOIR;28048
BONCE;28150;EURE ET LOIR;28049
BONCOURT;28260;EURE ET LOIR;28050
BONNEVAL;28800;EURE ET LOIR;28051
BOUGLAINVAL;28130;EURE ET LOIR;28052
BOULLAY LES DEUX EGLISES;28170;EURE ET LOIR;28053
LE BOULLAY MIVOYE;28210;EURE ET LOIR;28054
LE BOULLAY THIERRY;28210;EURE ET LOIR;28055
BOUTIGNY PROUAIS;28410;EURE ET LOIR;28056
BOUVILLE;28800;EURE ET LOIR;28057
BRECHAMPS;28210;EURE ET LOIR;28058
BREZOLLES;28270;EURE ET LOIR;28059
BRICONVILLE;28300;EURE ET LOIR;28060
BROU;28160;EURE ET LOIR;28061
BROUE;28410;EURE ET LOIR;28062
BRUNELLES;28400;EURE ET LOIR;28063
BU;28410;EURE ET LOIR;28064
BULLAINVILLE;28800;EURE ET LOIR;28065
BULLOU;28160;EURE ET LOIR;28066
CERNAY;28120;EURE ET LOIR;28067
CHALLET;28300;EURE ET LOIR;28068
CHAMPAGNE;28410;EURE ET LOIR;28069
CHAMPHOL;28300;EURE ET LOIR;28070
CHAMPROND EN GATINE;28240;EURE ET LOIR;28071
CHAMPROND EN PERCHET;28400;EURE ET LOIR;28072
CHAMPSERU;28700;EURE ET LOIR;28073
CHAPELLE D AUNAINVILLE;28700;EURE ET LOIR;28074
LA CHAPELLE DU NOYER;28200;EURE ET LOIR;28075
CHAPELLE FORAINVILLIERS;28500;EURE ET LOIR;28076
LA CHAPELLE FORTIN;28340;EURE ET LOIR;28077
CHAPELLE GUILLAUME;28330;EURE ET LOIR;28078
CHAPELLE ROYALE;28290;EURE ET LOIR;28079
CHARBONNIERES;28330;EURE ET LOIR;28080
CHARONVILLE;28120;EURE ET LOIR;28081
CHARPONT;28500;EURE ET LOIR;28082
CHARRAY;28220;EURE ET LOIR;28083
CHARTAINVILLIERS;28130;EURE ET LOIR;28084
CHARTRES;28000;EURE ET LOIR;28085
CHASSANT;28480;EURE ET LOIR;28086
CHATAINCOURT;28270;EURE ET LOIR;28087
CHATEAUDUN;28200;EURE ET LOIR;28088
CHATEAUNEUF EN THYMERAIS;28170;EURE ET LOIR;28089
LES CHATELETS;28270;EURE ET LOIR;28090
LES CHATELLIERS NOTRE DAM;28120;EURE ET LOIR;28091
CHATENAY;28700;EURE ET LOIR;28092
CHATILLON EN DUNOIS;28290;EURE ET LOIR;28093
CHAUDON;28210;EURE ET LOIR;28094
CHAUFFOURS;28120;EURE ET LOIR;28095
LA CHAUSSEE D IVRY;28260;EURE ET LOIR;28096
CHENE CHENU;28170;EURE ET LOIR;28097
CHERISY;28500;EURE ET LOIR;28098
CHUISNES;28190;EURE ET LOIR;28099
CINTRAY;28300;EURE ET LOIR;28100
CIVRY;28200;EURE ET LOIR;28101
CLEVILLIERS;28300;EURE ET LOIR;28102
CLOYES SUR LE LOIR;28220;EURE ET LOIR;28103
COLTAINVILLE;28300;EURE ET LOIR;28104
COMBRES;28480;EURE ET LOIR;28105
CONIE MOLITARD;28200;EURE ET LOIR;28106
CORANCEZ;28630;EURE ET LOIR;28107
CORMAINVILLE;28140;EURE ET LOIR;28108
LES CORVEES LES YYS;28240;EURE ET LOIR;28109
LE COUDRAY;28630;EURE ET LOIR;28110
COUDRAY AU PERCHE;28330;EURE ET LOIR;28111
COUDRECEAU;28400;EURE ET LOIR;28112
COULOMBS;28210;EURE ET LOIR;28113
COURBEHAYE;28140;EURE ET LOIR;28114
COURTALAIN;28290;EURE ET LOIR;28115
COURVILLE SUR EURE;28190;EURE ET LOIR;28116
CRECY COUVE;28500;EURE ET LOIR;28117
CROISILLES;28210;EURE ET LOIR;28118
LA CROIX DU PERCHE;28480;EURE ET LOIR;28119
CRUCEY VILLAGES;28270;EURE ET LOIR;28120
DAMBRON;28140;EURE ET LOIR;28121
DAMMARIE;28360;EURE ET LOIR;28122
DAMPIERRE SOUS BROU;28160;EURE ET LOIR;28123
DAMPIERRE SUR AVRE;28350;EURE ET LOIR;28124
DAMPIERRE SUR BLEVY;28170;EURE ET LOIR;28125
DANCY;28800;EURE ET LOIR;28126
DANGEAU;28160;EURE ET LOIR;28127
DANGERS;28190;EURE ET LOIR;28128
DENONVILLE;28700;EURE ET LOIR;28129
DIGNY;28250;EURE ET LOIR;28130
DOMMERVILLE;91670;ESSONNE;28131
DONNEMAIN ST MAMES;28200;EURE ET LOIR;28132
DOUY;28220;EURE ET LOIR;28133
DREUX;28100;EURE ET LOIR;28134
DROUE SUR DROUETTE;28230;EURE ET LOIR;28135
ECLUZELLES;28500;EURE ET LOIR;28136
ECROSNES;28320;EURE ET LOIR;28137
ECUBLE;28170;EURE ET LOIR;28138
EPEAUTROLLES;28120;EURE ET LOIR;28139
EPERNON;28230;EURE ET LOIR;28140
ERMENONVILLE LA GRANDE;28120;EURE ET LOIR;28141
ERMENONVILLE LA PETITE;28120;EURE ET LOIR;28142
ESCORPAIN;28270;EURE ET LOIR;28143
LES ETILLEUX;28330;EURE ET LOIR;28144
FAINS LA FOLIE;28150;EURE ET LOIR;28145
FAVEROLLES;28210;EURE ET LOIR;28146
FAVIERES;28170;EURE ET LOIR;28147
LE FAVRIL;28190;EURE ET LOIR;28148
LA FERTE VIDAME;28340;EURE ET LOIR;28149
LA FERTE VILLENEUIL;28220;EURE ET LOIR;28150
FESSANVILLIERS MATTANVILL;28270;EURE ET LOIR;28151
FLACEY;28800;EURE ET LOIR;28153
FONTAINE LA GUYON;28190;EURE ET LOIR;28154
FONTAINE LES RIBOUTS;28170;EURE ET LOIR;28155
FONTAINE SIMON;28240;EURE ET LOIR;28156
FONTENAY SUR CONIE;28140;EURE ET LOIR;28157
FONTENAY SUR EURE;28630;EURE ET LOIR;28158
LA FRAMBOISIERE;28250;EURE ET LOIR;28159
FRANCOURVILLE;28700;EURE ET LOIR;28160
FRAZE;28160;EURE ET LOIR;28161
FRESNAY LE COMTE;28360;EURE ET LOIR;28162
FRESNAY LE GILMERT;28300;EURE ET LOIR;28163
FRESNAY L EVEQUE;28310;EURE ET LOIR;28164
FRETIGNY;28480;EURE ET LOIR;28165
FRIAIZE;28240;EURE ET LOIR;28166
FRUNCE;28190;EURE ET LOIR;28167
GALLARDON;28320;EURE ET LOIR;28168
GARANCIERES EN BEAUCE;28700;EURE ET LOIR;28169
GARANCIERES EN DROUAIS;28500;EURE ET LOIR;28170
GARNAY;28500;EURE ET LOIR;28171
GAS;28320;EURE ET LOIR;28172
GASVILLE OISEME;28300;EURE ET LOIR;28173
GATELLES;28170;EURE ET LOIR;28174
LA GAUDAINE;28400;EURE ET LOIR;28175
LE GAULT ST DENIS;28800;EURE ET LOIR;28176
GELLAINVILLE;28630;EURE ET LOIR;28177
GERMAINVILLE;28500;EURE ET LOIR;28178
GERMIGNONVILLE;28140;EURE ET LOIR;28179
GILLES;28260;EURE ET LOIR;28180
GIRONVILLE ET NEUVILLE;28170;EURE ET LOIR;28181
GOHORY;28160;EURE ET LOIR;28182
GOMMERVILLE;28310;EURE ET LOIR;28183
GOUILLONS;28310;EURE ET LOIR;28184
GOUSSAINVILLE;28410;EURE ET LOIR;28185
GRANDVILLE GAUDREVILLE;28310;EURE ET LOIR;28186
GUAINVILLE;28260;EURE ET LOIR;28187
LE GUE DE LONGROI;28700;EURE ET LOIR;28188
GUILLEVILLE;28310;EURE ET LOIR;28189
GUILLONVILLE;28140;EURE ET LOIR;28190
HANCHES;28130;EURE ET LOIR;28191
HAPPONVILLIERS;28480;EURE ET LOIR;28192
HAVELU;28410;EURE ET LOIR;28193
HOUVILLE LA BRANCHE;28700;EURE ET LOIR;28194
HOUX;28130;EURE ET LOIR;28195
ILLIERS COMBRAY;28120;EURE ET LOIR;28196
INTREVILLE;28310;EURE ET LOIR;28197
JALLANS;28200;EURE ET LOIR;28198
JANVILLE;28310;EURE ET LOIR;28199
JAUDRAIS;28250;EURE ET LOIR;28200
JOUY;28300;EURE ET LOIR;28201
LAMBLORE;28340;EURE ET LOIR;28202
LANDELLES;28190;EURE ET LOIR;28203
LANGEY;28220;EURE ET LOIR;28204
LANNERAY;28200;EURE ET LOIR;28205
LAONS;28270;EURE ET LOIR;28206
LETHUIN;28700;EURE ET LOIR;28207
LEVAINVILLE;28700;EURE ET LOIR;28208
LEVES;28300;EURE ET LOIR;28209
LEVESVILLE LA CHENARD;28310;EURE ET LOIR;28210
LOGRON;28200;EURE ET LOIR;28211
LOIGNY LA BATAILLE;28140;EURE ET LOIR;28212
LORMAYE;28210;EURE ET LOIR;28213
LA LOUPE;28240;EURE ET LOIR;28214
LOUVILLE LA CHENARD;28150;EURE ET LOIR;28215
LOUVILLIERS EN DROUAIS;28500;EURE ET LOIR;28216
LOUVILLIERS LES PERCHE;28250;EURE ET LOIR;28217
LUCE;28110;EURE ET LOIR;28218
LUIGNY;28420;EURE ET LOIR;28219
LUISANT;28600;EURE ET LOIR;28220
LUMEAU;28140;EURE ET LOIR;28221
LUPLANTE;28360;EURE ET LOIR;28222
LURAY;28500;EURE ET LOIR;28223
LUTZ EN DUNOIS;28200;EURE ET LOIR;28224
MAGNY;28120;EURE ET LOIR;28225
MAILLEBOIS;28170;EURE ET LOIR;28226
MAINTENON;28130;EURE ET LOIR;28227
MAINTERNE;28270;EURE ET LOIR;28228
MAINVILLIERS;28300;EURE ET LOIR;28229
MAISONS;28700;EURE ET LOIR;28230
LA MANCELIERE;28270;EURE ET LOIR;28231
MANOU;28240;EURE ET LOIR;28232
MARBOUE;28200;EURE ET LOIR;28233
MARCHEVILLE;28120;EURE ET LOIR;28234
MARCHEZAIS;28410;EURE ET LOIR;28235
MARGON;28400;EURE ET LOIR;28236
MAROLLES LES BUIS;28400;EURE ET LOIR;28237
MARVILLE LES BOIS;28170;EURE ET LOIR;28238
MARVILLE MOUTIERS BRULE;28500;EURE ET LOIR;28239
MEAUCE;28240;EURE ET LOIR;28240
LE MEE;28220;EURE ET LOIR;28241
MEREGLISE;28120;EURE ET LOIR;28242
MEROUVILLE;28310;EURE ET LOIR;28243
MERVILLIERS;28310;EURE ET LOIR;28244
MESLAY LE GRENET;28120;EURE ET LOIR;28245
MESLAY LE VIDAME;28360;EURE ET LOIR;28246
LE MESNIL SIMON;28260;EURE ET LOIR;28247
LE MESNIL THOMAS;28250;EURE ET LOIR;28248
MEVOISINS;28130;EURE ET LOIR;28249
MEZIERES AU PERCHE;28160;EURE ET LOIR;28250
MEZIERES EN DROUAIS;28500;EURE ET LOIR;28251
MIERMAIGNE;28420;EURE ET LOIR;28252
MIGNIERES;28630;EURE ET LOIR;28253
MITTAINVILLIERS;28190;EURE ET LOIR;28254
MOINVILLE LA JEULIN;28700;EURE ET LOIR;28255
MOLEANS;28200;EURE ET LOIR;28256
MONDONVILLE ST JEAN;28700;EURE ET LOIR;28257
MONTAINVILLE;28150;EURE ET LOIR;28258
MONTBOISSIER;28800;EURE ET LOIR;28259
MONTHARVILLE;28800;EURE ET LOIR;28260
MONTIGNY LE CHARTIF;28120;EURE ET LOIR;28261
MONTIGNY LE GANNELON;28220;EURE ET LOIR;28262
MONTIGNY SUR AVRE;28270;EURE ET LOIR;28263
MONTIREAU;28240;EURE ET LOIR;28264
MONTLANDON;28240;EURE ET LOIR;28265
MONTLOUET;28320;EURE ET LOIR;28266
MONTREUIL;28500;EURE ET LOIR;28267
MORAINVILLE;28700;EURE ET LOIR;28268
MORANCEZ;28630;EURE ET LOIR;28269
MORIERS;28800;EURE ET LOIR;28270
MORVILLIERS;28340;EURE ET LOIR;28271
MOTTEREAU;28160;EURE ET LOIR;28272
MOULHARD;28160;EURE ET LOIR;28273
MOUTIERS;28150;EURE ET LOIR;28274
NERON;28210;EURE ET LOIR;28275
NEUVY EN BEAUCE;28310;EURE ET LOIR;28276
NEUVY EN DUNOIS;28800;EURE ET LOIR;28277
NOGENT LE PHAYE;28630;EURE ET LOIR;28278
NOGENT LE ROI;28210;EURE ET LOIR;28279
NOGENT LE ROTROU;28400;EURE ET LOIR;28280
NOGENT SUR EURE;28120;EURE ET LOIR;28281
NONVILLIERS GRANDHOUX;28120;EURE ET LOIR;28282
NOTTONVILLE;28140;EURE ET LOIR;28283
OINVILLE ST LIPHARD;28310;EURE ET LOIR;28284
OINVILLE SOUS AUNEAU;28700;EURE ET LOIR;28285
OLLE;28120;EURE ET LOIR;28286
ORGERES EN BEAUCE;28140;EURE ET LOIR;28287
ORLU;28700;EURE ET LOIR;28288
ORMOY;28210;EURE ET LOIR;28289
ORROUER;28190;EURE ET LOIR;28290
OUARVILLE;28150;EURE ET LOIR;28291
OUERRE;28500;EURE ET LOIR;28292
OULINS;28260;EURE ET LOIR;28293
OYSONVILLE;28700;EURE ET LOIR;28294
OZOIR LE BREUIL;28200;EURE ET LOIR;28295
PERONVILLE;28140;EURE ET LOIR;28296
PEZY;28150;EURE ET LOIR;28297
PIERRES;28130;EURE ET LOIR;28298
LES PINTHIERES;28210;EURE ET LOIR;28299
POINVILLE;28310;EURE ET LOIR;28300
POISVILLIERS;28300;EURE ET LOIR;28301
PONTGOUIN;28190;EURE ET LOIR;28302
POUPRY;28140;EURE ET LOIR;28303
PRASVILLE;28150;EURE ET LOIR;28304
PRE ST EVROULT;28800;EURE ET LOIR;28305
PRE ST MARTIN;28800;EURE ET LOIR;28306
PROUAIS;28410;EURE ET LOIR;28307
PRUDEMANCHE;28270;EURE ET LOIR;28308
PRUNAY LE GILLON;28360;EURE ET LOIR;28309
LA PUISAYE;28250;EURE ET LOIR;28310
LE PUISET;28310;EURE ET LOIR;28311
PUISEUX;28170;EURE ET LOIR;28312
RECLAINVILLE;28150;EURE ET LOIR;28313
LES RESSUINTES;28340;EURE ET LOIR;28314
REVERCOURT;28270;EURE ET LOIR;28315
ROHAIRE;28340;EURE ET LOIR;28316
ROINVILLE;28700;EURE ET LOIR;28317
ROMILLY SUR AIGRE;28220;EURE ET LOIR;28318
ROUVRAY ST DENIS;28310;EURE ET LOIR;28319
ROUVRAY ST FLORENTIN;28150;EURE ET LOIR;28320
ROUVRES;28260;EURE ET LOIR;28321
RUEIL LA GADELIERE;28270;EURE ET LOIR;28322
ST ANGE ET TORCAY;28170;EURE ET LOIR;28323
ST ARNOULT DES BOIS;28190;EURE ET LOIR;28324
ST AUBIN DES BOIS;28300;EURE ET LOIR;28325
ST AVIT LES GUESPIERES;28120;EURE ET LOIR;28326
ST BOMERT;28330;EURE ET LOIR;28327
ST CHERON DES CHAMPS;28170;EURE ET LOIR;28328
ST CHRISTOPHE;28200;EURE ET LOIR;28329
ST CLOUD EN DUNOIS;28200;EURE ET LOIR;28330
ST DENIS D AUTHOU;28480;EURE ET LOIR;28331
STE GEMME MORONVAL;28500;EURE ET LOIR;28332
ST DENIS DES PUITS;28240;EURE ET LOIR;28333
ST DENIS LES PONTS;28200;EURE ET LOIR;28334
ST ELIPH;28240;EURE ET LOIR;28335
ST EMAN;28120;EURE ET LOIR;28336
ST GEORGES SUR EURE;28190;EURE ET LOIR;28337
ST GERMAIN LA GATINE;28300;EURE ET LOIR;28338
ST GERMAIN LE GAILLARD;28190;EURE ET LOIR;28339
ST HILAIRE SUR YERRE;28220;EURE ET LOIR;28340
ST JEAN DE REBERVILLIERS;28170;EURE ET LOIR;28341
ST JEAN PIERRE FIXTE;28400;EURE ET LOIR;28342
ST LAURENT LA GATINE;28210;EURE ET LOIR;28343
ST LEGER DES AUBEES;28700;EURE ET LOIR;28344
ST LOUP;28360;EURE ET LOIR;28345
ST LUBIN DE CRAVANT;28270;EURE ET LOIR;28346
ST LUBIN DE LA HAYE;28410;EURE ET LOIR;28347
ST LUBIN DES JONCHERETS;28350;EURE ET LOIR;28348
ST LUCIEN;28210;EURE ET LOIR;28349
ST LUPERCE;28190;EURE ET LOIR;28350
ST MAIXME HAUTERIVE;28170;EURE ET LOIR;28351
ST MARTIN DE NIGELLES;28130;EURE ET LOIR;28352
ST MAUR SUR LE LOIR;28800;EURE ET LOIR;28353
ST MAURICE ST GERMAIN;28240;EURE ET LOIR;28354
ST OUEN MARCHEFROY;28560;EURE ET LOIR;28355
ST PELLERIN;28290;EURE ET LOIR;28356
ST PIAT;28130;EURE ET LOIR;28357
ST PREST;28300;EURE ET LOIR;28358
ST REMY SUR AVRE;28380;EURE ET LOIR;28359
ST SAUVEUR MARVILLE;28170;EURE ET LOIR;28360
ST SYMPHORIEN LE CHATEAU;28700;EURE ET LOIR;28361
ST VICTOR DE BUTHON;28240;EURE ET LOIR;28362
SAINVILLE;28700;EURE ET LOIR;28363
SANCHEVILLE;28800;EURE ET LOIR;28364
SANDARVILLE;28120;EURE ET LOIR;28365
SANTEUIL;28700;EURE ET LOIR;28366
SANTILLY;28310;EURE ET LOIR;28367
LA SAUCELLE;28250;EURE ET LOIR;28368
SAULNIERES;28500;EURE ET LOIR;28369
SAUMERAY;28800;EURE ET LOIR;28370
SAUSSAY;28260;EURE ET LOIR;28371
SENANTES;28210;EURE ET LOIR;28372
SENONCHES;28250;EURE ET LOIR;28373
SERAZEREUX;28170;EURE ET LOIR;28374
SERVILLE;28410;EURE ET LOIR;28375
SOIZE;28330;EURE ET LOIR;28376
SOREL MOUSSEL;28520;EURE ET LOIR;28377
SOUANCE AU PERCHE;28400;EURE ET LOIR;28378
SOULAIRES;28130;EURE ET LOIR;28379
SOURS;28630;EURE ET LOIR;28380
TARDAIS;28250;EURE ET LOIR;28381
TERMINIERS;28140;EURE ET LOIR;28382
THEUVILLE;28360;EURE ET LOIR;28383
THEUVY ACHERES;28170;EURE ET LOIR;28384
LE THIEULIN;28240;EURE ET LOIR;28385
THIMERT GATELLES;28170;EURE ET LOIR;28386
THIRON GARDAIS;28480;EURE ET LOIR;28387
THIVARS;28630;EURE ET LOIR;28388
THIVILLE;28200;EURE ET LOIR;28389
TILLAY LE PENEUX;28140;EURE ET LOIR;28390
TOURY;28390;EURE ET LOIR;28391
TRANCRAINVILLE;28310;EURE ET LOIR;28392
TREMBLAY LES VILLAGES;28170;EURE ET LOIR;28393
TREON;28500;EURE ET LOIR;28394
TRIZAY COUTRETOT ST SERGE;28400;EURE ET LOIR;28395
TRIZAY LES BONNEVAL;28800;EURE ET LOIR;28396
UMPEAU;28700;EURE ET LOIR;28397
UNVERRE;28160;EURE ET LOIR;28398
VACHERESSES LES BASSES;28210;EURE ET LOIR;28399
VARIZE;28140;EURE ET LOIR;28400
VAUPILLON;28240;EURE ET LOIR;28401
VERIGNY;28190;EURE ET LOIR;28402
VER LES CHARTRES;28630;EURE ET LOIR;28403
VERNOUILLET;28500;EURE ET LOIR;28404
VERT EN DROUAIS;28500;EURE ET LOIR;28405
VIABON;28150;EURE ET LOIR;28406
VICHERES;28420;EURE ET LOIR;28407
VIERVILLE;28700;EURE ET LOIR;28408
VIEUVICQ;28120;EURE ET LOIR;28409
VILLAMPUY;28200;EURE ET LOIR;28410
VILLARS;28150;EURE ET LOIR;28411
VILLEAU;28150;EURE ET LOIR;28412
LA VILLE AUX NONAINS;28250;EURE ET LOIR;28413
VILLEBON;28190;EURE ET LOIR;28414
VILLEMEUX SUR EURE;28210;EURE ET LOIR;28415
VILLENEUVE ST NICOLAS;28150;EURE ET LOIR;28416
VILLIERS LE MORHIER;28130;EURE ET LOIR;28417
VILLIERS ST ORIEN;28800;EURE ET LOIR;28418
